primary_title,runtime_minutes,genres,averagerating,numvotes,production_budget,worldwide_gross,year,ROI
Men in Black 3,106,Adventure,6.8,309879,215000000,654213485,2012,204
Men in Black 3,106,Comedy,6.8,309879,215000000,654213485,2012,204
Sardaar Ji,141,Comedy,6.5,1182,2700000,8200000,2015,204
Sardaar Ji,141,Fantasy,6.5,1182,2700000,8200000,2015,204
Sardaar Ji,141,Horror,6.5,1182,2700000,8200000,2015,204
Kong: Skull Island,118,Action,6.6,237720,185000000,561072059,2017,203
Kong: Skull Island,118,Adventure,6.6,237720,185000000,561072059,2017,203
Kong: Skull Island,118,Fantasy,6.6,237720,185000000,561072059,2017,203
Meet the Mormons,78,Documentary,6.9,1897,2000000,6049171,2014,202
Unplanned,106,Biography,6.3,5945,6000000,18107621,2019,202
Unplanned,106,Drama,6.3,5945,6000000,18107621,2019,202
The Bounty Hunter,110,Action,5.6,112444,45000000,135808837,2010,202
The Bounty Hunter,110,Comedy,5.6,112444,45000000,135808837,2010,202
The Bounty Hunter,110,Romance,5.6,112444,45000000,135808837,2010,202
300: Rise of an Empire,102,Action,6.2,262978,110000000,330780051,2014,201
300: Rise of an Empire,102,Fantasy,6.2,262978,110000000,330780051,2014,201
300: Rise of an Empire,102,War,6.2,262978,110000000,330780051,2014,201
Wreck-It Ralph,101,Adventure,7.7,344496,165000000,496511521,2012,201
Wreck-It Ralph,101,Animation,7.7,344496,165000000,496511521,2012,201
Wreck-It Ralph,101,Comedy,7.7,344496,165000000,496511521,2012,201
Into the Storm,89,Action,5.8,60894,50000000,150429371,2014,201
Into the Storm,89,Adventure,5.8,60894,50000000,150429371,2014,201
Into the Storm,89,Drama,5.8,60894,50000000,150429371,2014,201
Brave,93,Adventure,7.1,338728,185000000,554606532,2012,200
Brave,93,Animation,7.1,338728,185000000,554606532,2012,200
Brave,93,Comedy,7.1,338728,185000000,554606532,2012,200
Thor,115,Action,7.0,683264,150000000,449326618,2011,200
Thor,115,Adventure,7.0,683264,150000000,449326618,2011,200
Thor,115,Fantasy,7.0,683264,150000000,449326618,2011,200
How to Train Your Dragon,98,Action,8.1,611299,165000000,494870992,2010,200
How to Train Your Dragon,98,Adventure,8.1,611299,165000000,494870992,2010,200
How to Train Your Dragon,98,Animation,8.1,611299,165000000,494870992,2010,200
Hop,95,Adventure,5.4,28893,63000000,188657593,2011,199
Hop,95,Animation,5.4,28893,63000000,188657593,2011,199
Hop,95,Comedy,5.4,28893,63000000,188657593,2011,199
Inside Llewyn Davis,104,Drama,7.5,123759,11000000,32943247,2013,199
Inside Llewyn Davis,104,Music,7.5,123759,11000000,32943247,2013,199
Arbitrage,107,Drama,6.6,46774,12000000,35830713,2012,199
Arbitrage,107,Thriller,6.6,46774,12000000,35830713,2012,199
All Saints,108,Drama,6.0,1220,2000000,5941994,2017,197
The Meg,113,Action,5.7,114042,178000000,529530715,2018,197
The Meg,113,Horror,5.7,114042,178000000,529530715,2018,197
The Meg,113,Sci-Fi,5.7,114042,178000000,529530715,2018,197
The Crazies,101,Horror,6.5,104465,19000000,56445534,2010,197
The Crazies,101,Thriller,6.5,104465,19000000,56445534,2010,197
Man of Steel,143,Action,7.1,647288,225000000,667999518,2013,197
Man of Steel,143,Adventure,7.1,647288,225000000,667999518,2013,197
Man of Steel,143,Sci-Fi,7.1,647288,225000000,667999518,2013,197
Home,94,Adventure,6.6,85831,130000000,385997896,2015,197
Home,94,Animation,6.6,85831,130000000,385997896,2015,197
Home,94,Comedy,6.6,85831,130000000,385997896,2015,197
Need for Speed,132,Action,6.5,154909,66000000,194169619,2014,194
Need for Speed,132,Crime,6.5,154909,66000000,194169619,2014,194
Need for Speed,132,Thriller,6.5,154909,66000000,194169619,2014,194
Spectre,148,Action,6.8,352504,300000000,879620923,2015,193
Spectre,148,Adventure,6.8,352504,300000000,879620923,2015,193
Spectre,148,Thriller,6.8,352504,300000000,879620923,2015,193
Baywatch,116,Action,5.6,137528,60000000,175863783,2017,193
Baywatch,116,Comedy,5.6,137528,60000000,175863783,2017,193
Baywatch,116,Crime,5.6,137528,60000000,175863783,2017,193
Inferno,121,Action,6.2,138978,75000000,219519367,2016,193
Inferno,121,Adventure,6.2,138978,75000000,219519367,2016,193
Inferno,121,Crime,6.2,138978,75000000,219519367,2016,193
The 5th Wave,112,Action,5.2,90788,38000000,111336398,2016,193
The 5th Wave,112,Adventure,5.2,90788,38000000,111336398,2016,193
The 5th Wave,112,Drama,5.2,90788,38000000,111336398,2016,193
Deliver Us from Evil,118,Horror,6.2,63793,30000000,87956618,2014,193
Deliver Us from Evil,118,Mystery,6.2,63793,30000000,87956618,2014,193
Deliver Us from Evil,118,Thriller,6.2,63793,30000000,87956618,2014,193
Think Like a Man Too,106,Comedy,5.8,18533,24000000,70027933,2014,192
Think Like a Man Too,106,Romance,5.8,18533,24000000,70027933,2014,192
"Hail, Caesar!",106,Comedy,6.3,111422,22000000,64160680,2016,192
"Hail, Caesar!",106,Drama,6.3,111422,22000000,64160680,2016,192
"Hail, Caesar!",106,Music,6.3,111422,22000000,64160680,2016,192
The Adventures of Tintin,107,Action,7.3,202430,130000000,373993951,2011,188
The Adventures of Tintin,107,Adventure,7.3,202430,130000000,373993951,2011,188
The Adventures of Tintin,107,Animation,7.3,202430,130000000,373993951,2011,188
The Disaster Artist,104,Biography,7.4,111737,10000000,28717667,2017,187
The Disaster Artist,104,Comedy,7.4,111737,10000000,28717667,2017,187
The Disaster Artist,104,Drama,7.4,111737,10000000,28717667,2017,187
I Feel Pretty,110,Comedy,5.4,39936,32000000,91553797,2018,186
I Feel Pretty,110,Romance,5.4,39936,32000000,91553797,2018,186
The Counselor,117,Crime,5.3,92096,25000000,71009334,2013,184
The Counselor,117,Drama,5.3,92096,25000000,71009334,2013,184
The Counselor,117,Thriller,5.3,92096,25000000,71009334,2013,184
Blended,117,Comedy,6.5,106491,45000000,127990741,2014,184
Blended,117,Romance,6.5,106491,45000000,127990741,2014,184
Paul Blart: Mall Cop 2,94,Action,4.4,30828,38000000,107650646,2015,183
Paul Blart: Mall Cop 2,94,Comedy,4.4,30828,38000000,107650646,2015,183
Paul Blart: Mall Cop 2,94,Crime,4.4,30828,38000000,107650646,2015,183
Immortals,110,Action,6.0,152992,75000000,211562435,2011,182
Immortals,110,Drama,6.0,152992,75000000,211562435,2011,182
Immortals,110,Fantasy,6.0,152992,75000000,211562435,2011,182
Sicario,121,Action,7.6,328548,30000000,84393749,2015,181
Sicario,121,Crime,7.6,328548,30000000,84393749,2015,181
Sicario,121,Drama,7.6,328548,30000000,84393749,2015,181
World War Z,116,Action,7.0,553751,190000000,531514650,2013,180
World War Z,116,Adventure,7.0,553751,190000000,531514650,2013,180
World War Z,116,Horror,7.0,553751,190000000,531514650,2013,180
Cars 2,106,Adventure,6.2,138914,200000000,560155383,2011,180
Cars 2,106,Animation,6.2,138914,200000000,560155383,2011,180
Cars 2,106,Comedy,6.2,138914,200000000,560155383,2011,180
Life as We Know It,114,Comedy,6.6,113077,38000000,105887837,2010,179
Life as We Know It,114,Drama,6.6,113077,38000000,105887837,2010,179
Life as We Know It,114,Romance,6.6,113077,38000000,105887837,2010,179
The Tourist,103,Action,6.0,206714,100000000,278731369,2010,179
The Tourist,103,Adventure,6.0,206714,100000000,278731369,2010,179
The Tourist,103,Thriller,6.0,206714,100000000,278731369,2010,179
Room,118,Drama,8.2,316791,13000000,36262783,2015,179
Room,118,Thriller,8.2,316791,13000000,36262783,2015,179
Night at the Museum: Secret of the Tomb,98,Adventure,6.2,93103,127000000,353756621,2014,179
Night at the Museum: Secret of the Tomb,98,Comedy,6.2,93103,127000000,353756621,2014,179
Night at the Museum: Secret of the Tomb,98,Family,6.2,93103,127000000,353756621,2014,179
Transformers: The Last Knight,154,Action,5.2,119007,217000000,602893340,2017,178
Transformers: The Last Knight,154,Adventure,5.2,119007,217000000,602893340,2017,178
Transformers: The Last Knight,154,Sci-Fi,5.2,119007,217000000,602893340,2017,178
Penguins of Madagascar,92,Adventure,6.7,72551,132000000,366942531,2014,178
Penguins of Madagascar,92,Animation,6.7,72551,132000000,366942531,2014,178
Penguins of Madagascar,92,Comedy,6.7,72551,132000000,366942531,2014,178
Alvin and the Chipmunks: The Road Chip,92,Adventure,5.1,14507,90000000,249517956,2015,177
Alvin and the Chipmunks: The Road Chip,92,Animation,5.1,14507,90000000,249517956,2015,177
Alvin and the Chipmunks: The Road Chip,92,Comedy,5.1,14507,90000000,249517956,2015,177
The Dictator,83,Comedy,6.4,250976,65000000,180148897,2012,177
Date Night,88,Comedy,6.3,144683,55000000,152269033,2010,177
Date Night,88,Crime,6.3,144683,55000000,152269033,2010,177
Date Night,88,Romance,6.3,144683,55000000,152269033,2010,177
The Spectacular Now,95,Comedy,7.1,133887,2500000,6916951,2013,177
The Spectacular Now,95,Drama,7.1,133887,2500000,6916951,2013,177
The Spectacular Now,95,Romance,7.1,133887,2500000,6916951,2013,177
Passengers,116,Drama,7.0,311083,110000000,302239672,2016,175
Passengers,116,Romance,7.0,311083,110000000,302239672,2016,175
Passengers,116,Sci-Fi,7.0,311083,110000000,302239672,2016,175
Trolls,92,Adventure,6.5,63295,125000000,344150134,2016,175
Trolls,92,Animation,6.5,63295,125000000,344150134,2016,175
Trolls,92,Comedy,6.5,63295,125000000,344150134,2016,175
Carrie,100,Drama,5.9,125424,30000000,82409520,2013,175
Carrie,100,Horror,5.9,125424,30000000,82409520,2013,175
The To Do List,104,Comedy,5.8,34524,1500000,4128828,2013,175
The To Do List,104,Romance,5.8,34524,1500000,4128828,2013,175
Tag,100,Comedy,6.5,85186,28000000,77026186,2018,175
Middle School: The Worst Years of My Life,92,Comedy,6.1,6413,8500000,23311293,2016,174
Middle School: The Worst Years of My Life,92,Family,6.1,6413,8500000,23311293,2016,174
Letters to Juliet,105,Adventure,6.6,86137,30000000,82148538,2010,174
Letters to Juliet,105,Comedy,6.6,86137,30000000,82148538,2010,174
Letters to Juliet,105,Drama,6.6,86137,30000000,82148538,2010,174
Goosebumps,103,Adventure,6.3,72858,58000000,158905324,2015,174
Goosebumps,103,Comedy,6.3,72858,58000000,158905324,2015,174
Goosebumps,103,Family,6.3,72858,58000000,158905324,2015,174
Project Almanac,106,Drama,6.4,71500,12000000,32909437,2015,174
Project Almanac,106,Mystery,6.4,71500,12000000,32909437,2015,174
Project Almanac,106,Sci-Fi,6.4,71500,12000000,32909437,2015,174
Mechanic: Resurrection,98,Action,5.7,67275,40000000,109738840,2016,174
Mechanic: Resurrection,98,Adventure,5.7,67275,40000000,109738840,2016,174
Mechanic: Resurrection,98,Thriller,5.7,67275,40000000,109738840,2016,174
Poltergeist,93,Horror,4.9,51538,35000000,95713069,2015,173
Poltergeist,93,Thriller,4.9,51538,35000000,95713069,2015,173
The Words,102,Drama,7.1,70308,6000000,16369708,2012,173
The Words,102,Mystery,7.1,70308,6000000,16369708,2012,173
The Words,102,Romance,7.1,70308,6000000,16369708,2012,173
Katy Perry: Part of Me,93,Documentary,5.9,13034,12000000,32700439,2012,173
Katy Perry: Part of Me,93,Music,5.9,13034,12000000,32700439,2012,173
Big Eyes,106,Biography,7.0,77447,10000000,27317872,2014,173
Big Eyes,106,Crime,7.0,77447,10000000,27317872,2014,173
Big Eyes,106,Drama,7.0,77447,10000000,27317872,2014,173
The Darkness,92,Thriller,5.7,196,4000000,10898293,2016,172
The Darkness,92,Horror,4.4,12435,4000000,10898293,2016,172
The Darkness,92,Thriller,4.4,12435,4000000,10898293,2016,172
Barbershop: The Next Cut,111,Comedy,5.9,13306,20000000,54404202,2016,172
Barbershop: The Next Cut,111,Drama,5.9,13306,20000000,54404202,2016,172
Pixels,105,Action,5.6,119789,90000000,244041804,2015,171
Pixels,105,Comedy,5.6,119789,90000000,244041804,2015,171
Pixels,105,Sci-Fi,5.6,119789,90000000,244041804,2015,171
Noah,138,Action,5.8,229326,130000000,352831065,2014,171
Noah,138,Adventure,5.8,229326,130000000,352831065,2014,171
Noah,138,Drama,5.8,229326,130000000,352831065,2014,171
The Boss,99,Comedy,5.4,39096,29000000,78652207,2016,171
American Made,115,Action,7.2,131043,50000000,135569212,2017,171
American Made,115,Biography,7.2,131043,50000000,135569212,2017,171
American Made,115,Comedy,7.2,131043,50000000,135569212,2017,171
The Chronicles of Narnia: The Voyage of the Dawn Treader,113,Adventure,6.3,129663,155000000,418186950,2010,170
The Chronicles of Narnia: The Voyage of the Dawn Treader,113,Family,6.3,129663,155000000,418186950,2010,170
The Chronicles of Narnia: The Voyage of the Dawn Treader,113,Fantasy,6.3,129663,155000000,418186950,2010,170
"McFarland, USA",129,Biography,7.4,31735,17000000,45707924,2015,169
"McFarland, USA",129,Drama,7.4,31735,17000000,45707924,2015,169
"McFarland, USA",129,Sport,7.4,31735,17000000,45707924,2015,169
Baggage Claim,96,Comedy,5.1,8296,8500000,22885836,2013,169
G.I. Joe: Retaliation,110,Action,5.8,165536,140000000,375740705,2013,168
G.I. Joe: Retaliation,110,Adventure,5.8,165536,140000000,375740705,2013,168
G.I. Joe: Retaliation,110,Sci-Fi,5.8,165536,140000000,375740705,2013,168
Fences,139,Drama,7.2,86749,24000000,64282881,2016,168
Goosebumps 2: Haunted Halloween,90,Adventure,5.6,11459,35000000,93291478,2018,167
Goosebumps 2: Haunted Halloween,90,Comedy,5.6,11459,35000000,93291478,2018,167
Goosebumps 2: Haunted Halloween,90,Family,5.6,11459,35000000,93291478,2018,167
Jack Reacher: Never Go Back,118,Action,6.1,121892,60000000,159946489,2016,167
Jack Reacher: Never Go Back,118,Thriller,6.1,121892,60000000,159946489,2016,167
Den of Thieves,140,Action,7.0,69648,30000000,80131391,2018,167
Den of Thieves,140,Crime,7.0,69648,30000000,80131391,2018,167
Den of Thieves,140,Drama,7.0,69648,30000000,80131391,2018,167
Smallfoot,96,Adventure,6.7,23295,80000000,213691277,2018,167
Smallfoot,96,Animation,6.7,23295,80000000,213691277,2018,167
Smallfoot,96,Comedy,6.7,23295,80000000,213691277,2018,167
Warcraft,123,Action,6.9,225557,160000000,425522281,2016,166
Warcraft,123,Adventure,6.9,225557,160000000,425522281,2016,166
Warcraft,123,Fantasy,6.9,225557,160000000,425522281,2016,166
The Giver,97,Drama,6.5,104999,25000000,66540205,2014,166
The Giver,97,Romance,6.5,104999,25000000,66540205,2014,166
The Giver,97,Sci-Fi,6.5,104999,25000000,66540205,2014,166
Get Hard,100,Comedy,6.0,111187,40000000,106511453,2015,166
Get Hard,100,Crime,6.0,111187,40000000,106511453,2015,166
The Girl with the Dragon Tattoo,158,Crime,7.8,387580,90000000,239373970,2011,166
The Girl with the Dragon Tattoo,158,Drama,7.8,387580,90000000,239373970,2011,166
The Girl with the Dragon Tattoo,158,Mystery,7.8,387580,90000000,239373970,2011,166
Rocketman,121,Biography,7.7,24266,41000000,108642725,2019,165
Rocketman,121,Drama,7.7,24266,41000000,108642725,2019,165
Rocketman,121,Music,7.7,24266,41000000,108642725,2019,165
Horrible Bosses 2,108,Comedy,6.3,144442,40000000,105945357,2014,165
Horrible Bosses 2,108,Crime,6.3,144442,40000000,105945357,2014,165
Captain America: The First Avenger,124,Action,6.9,668137,140000000,370569776,2011,165
Captain America: The First Avenger,124,Adventure,6.9,668137,140000000,370569776,2011,165
Captain America: The First Avenger,124,Sci-Fi,6.9,668137,140000000,370569776,2011,165
Mary Poppins Returns,130,Comedy,6.9,52103,130000000,341528518,2018,163
Mary Poppins Returns,130,Family,6.9,52103,130000000,341528518,2018,163
Mary Poppins Returns,130,Fantasy,6.9,52103,130000000,341528518,2018,163
Epic,102,Adventure,6.7,95318,100000000,262794441,2013,163
Epic,102,Animation,6.7,95318,100000000,262794441,2013,163
Epic,102,Family,6.7,95318,100000000,262794441,2013,163
The Rite,114,Drama,6.0,85604,37000000,97143987,2011,163
The Rite,114,Horror,6.0,85604,37000000,97143987,2011,163
The Rite,114,Mystery,6.0,85604,37000000,97143987,2011,163
Christopher Robin,104,Adventure,7.3,52737,75000000,197504758,2018,163
Christopher Robin,104,Animation,7.3,52737,75000000,197504758,2018,163
Christopher Robin,104,Comedy,7.3,52737,75000000,197504758,2018,163
Fury,134,Action,7.6,381993,80000000,210315681,2014,163
Fury,134,Drama,7.6,381993,80000000,210315681,2014,163
Fury,134,War,7.6,381993,80000000,210315681,2014,163
Brick Mansions,90,Action,5.7,37528,28000000,73421224,2014,162
Brick Mansions,90,Crime,5.7,37528,28000000,73421224,2014,162
Khiladi 786,141,Action,4.4,5648,5600000,14683763,2012,162
Khiladi 786,141,Comedy,4.4,5648,5600000,14683763,2012,162
The Switch,101,Comedy,6.1,90661,19000000,49858465,2010,162
The Switch,101,Drama,6.1,90661,19000000,49858465,2010,162
The Switch,101,Romance,6.1,90661,19000000,49858465,2010,162
Killing Them Softly,97,Crime,6.2,124086,15000000,39238443,2012,162
Killing Them Softly,97,Thriller,6.2,124086,15000000,39238443,2012,162
Storks,87,Adventure,6.8,50448,70000000,183353431,2016,162
Storks,87,Animation,6.8,50448,70000000,183353431,2016,162
Storks,87,Comedy,6.8,50448,70000000,183353431,2016,162
Soul Surfer,112,Biography,7.1,41659,18000000,47158652,2011,162
Soul Surfer,112,Drama,7.1,41659,18000000,47158652,2011,162
Soul Surfer,112,Family,7.1,41659,18000000,47158652,2011,162
Footloose,113,Comedy,5.9,43251,24000000,62989834,2011,162
Footloose,113,Drama,5.9,43251,24000000,62989834,2011,162
Footloose,113,Music,5.9,43251,24000000,62989834,2011,162
Ferdinand,108,Adventure,6.7,40229,111000000,289847930,2017,161
Ferdinand,108,Animation,6.7,40229,111000000,289847930,2017,161
Ferdinand,108,Comedy,6.7,40229,111000000,289847930,2017,161
Legion,100,Action,5.2,92709,26000000,67647574,2010,160
Legion,100,Fantasy,5.2,92709,26000000,67647574,2010,160
Legion,100,Horror,5.2,92709,26000000,67647574,2010,160
Dolphin Tale,113,Drama,6.9,20746,37000000,96068724,2011,160
Dolphin Tale,113,Family,6.9,20746,37000000,96068724,2011,160
Dope,103,Comedy,7.2,76557,7000000,18190831,2015,160
Dope,103,Crime,7.2,76557,7000000,18190831,2015,160
Dope,103,Drama,7.2,76557,7000000,18190831,2015,160
Focus,105,Comedy,6.6,192147,65000000,168065700,2015,159
Focus,105,Crime,6.6,192147,65000000,168065700,2015,159
Focus,105,Drama,6.6,192147,65000000,168065700,2015,159
Rush,123,Action,8.1,393437,38000000,98230839,2013,159
Rush,123,Biography,8.1,393437,38000000,98230839,2013,159
Rush,123,Drama,8.1,393437,38000000,98230839,2013,159
The Other Side of the Door,96,Horror,5.3,15813,5000000,12905107,2016,158
Uncle Drew,103,Comedy,5.7,9739,18000000,46527161,2018,158
Uncle Drew,103,Sport,5.7,9739,18000000,46527161,2018,158
"Big Mommas: Like Father, Like Son",107,Action,4.4,23520,32000000,82332450,2011,157
"Big Mommas: Like Father, Like Son",107,Comedy,4.4,23520,32000000,82332450,2011,157
"Big Mommas: Like Father, Like Son",107,Crime,4.4,23520,32000000,82332450,2011,157
Yogi Bear,80,Adventure,4.6,18934,80000000,204774690,2010,156
Yogi Bear,80,Animation,4.6,18934,80000000,204774690,2010,156
Yogi Bear,80,Comedy,4.6,18934,80000000,204774690,2010,156
Zero Dark Thirty,157,Drama,7.4,251072,52500000,134612435,2012,156
Zero Dark Thirty,157,Thriller,7.4,251072,52500000,134612435,2012,156
Pirates of the Caribbean: On Stranger Tides,136,Action,6.6,447624,410600000,1045663875,2011,155
Pirates of the Caribbean: On Stranger Tides,136,Adventure,6.6,447624,410600000,1045663875,2011,155
Pirates of the Caribbean: On Stranger Tides,136,Fantasy,6.6,447624,410600000,1045663875,2011,155
The Commuter,105,Action,6.3,83114,40000000,101985431,2018,155
