primary_title,runtime_minutes,genres,production_budget,worldwide_gross,year,ROI
Hacksaw Ridge,139,Drama,40000000,168904682,2016,322
Hacksaw Ridge,139,History,40000000,168904682,2016,322
Lincoln,150,Biography,65000000,273346281,2012,321
Lincoln,150,Drama,65000000,273346281,2012,321
Lincoln,150,History,65000000,273346281,2012,321
The Bye Bye Man,96,Drama,7400000,31187727,2017,321
The Bye Bye Man,96,Fantasy,7400000,31187727,2017,321
The Bye Bye Man,96,Horror,7400000,31187727,2017,321
Maleficent,97,Action,180000000,758536735,2014,321
Maleficent,97,Adventure,180000000,758536735,2014,321
Maleficent,97,Family,180000000,758536735,2014,321
Captain America: The Winter Soldier,136,Action,170000000,714401889,2014,320
Captain America: The Winter Soldier,136,Adventure,170000000,714401889,2014,320
Captain America: The Winter Soldier,136,Sci-Fi,170000000,714401889,2014,320
The SpongeBob Movie: Sponge Out of Water,92,Adventure,74000000,311013181,2015,320
The SpongeBob Movie: Sponge Out of Water,92,Animation,74000000,311013181,2015,320
The SpongeBob Movie: Sponge Out of Water,92,Comedy,74000000,311013181,2015,320
Bachelorette,87,Comedy,3000000,12577401,2012,319
Bachelorette,87,Romance,3000000,12577401,2012,319
Friends with Benefits,109,Comedy,35000000,146595891,2011,319
Friends with Benefits,109,Romance,35000000,146595891,2011,319
Valentine's Day,125,Comedy,52000000,217569328,2010,318
Valentine's Day,125,Romance,52000000,217569328,2010,318
Dawn of the Planet of the Apes,130,Action,170000000,710644566,2014,318
Dawn of the Planet of the Apes,130,Adventure,170000000,710644566,2014,318
Dawn of the Planet of the Apes,130,Drama,170000000,710644566,2014,318
San Andreas,114,Action,110000000,456258539,2015,315
San Andreas,114,Adventure,110000000,456258539,2015,315
San Andreas,114,Drama,110000000,456258539,2015,315
Pitch Perfect 3,93,Comedy,45000000,185736412,2017,313
Pitch Perfect 3,93,Music,45000000,185736412,2017,313
No Good Deed,84,Action,13200000,54323210,2014,312
No Good Deed,84,Crime,13200000,54323210,2014,312
No Good Deed,84,Drama,13200000,54323210,2014,312
The Town,125,Crime,37000000,152566881,2010,312
The Town,125,Drama,37000000,152566881,2010,312
The Town,125,Thriller,37000000,152566881,2010,312
Krampus,98,Comedy,15000000,61788393,2015,312
Krampus,98,Fantasy,15000000,61788393,2015,312
Krampus,98,Horror,15000000,61788393,2015,312
Doctor Strange,115,Action,165000000,676404566,2016,310
Doctor Strange,115,Adventure,165000000,676404566,2016,310
Doctor Strange,115,Fantasy,165000000,676404566,2016,310
The Boss Baby,97,Adventure,125000000,510878762,2017,309
The Boss Baby,97,Animation,125000000,510878762,2017,309
The Boss Baby,97,Comedy,125000000,510878762,2017,309
Diary of a Wimpy Kid: Rodrick Rules,99,Comedy,18000000,73695194,2011,309
Diary of a Wimpy Kid: Rodrick Rules,99,Family,18000000,73695194,2011,309
The Nut Job,85,Adventure,30000000,122529966,2014,308
The Nut Job,85,Animation,30000000,122529966,2014,308
The Nut Job,85,Comedy,30000000,122529966,2014,308
Vampires Suck,82,Comedy,20000000,81424988,2010,307
The Hobbit: An Unexpected Journey,169,Adventure,250000000,1017003568,2012,307
The Hobbit: An Unexpected Journey,169,Family,250000000,1017003568,2012,307
The Hobbit: An Unexpected Journey,169,Fantasy,250000000,1017003568,2012,307
The Forest,93,Horror,10000000,40749230,2016,307
The Forest,93,Mystery,10000000,40749230,2016,307
The Forest,93,Thriller,10000000,40749230,2016,307
The Forest,109,Drama,10000000,40749230,2016,307
The Forest,109,Fantasy,10000000,40749230,2016,307
The Forest,109,Horror,10000000,40749230,2016,307
Jackie,100,Biography,9000000,36588512,2016,307
Jackie,100,Drama,9000000,36588512,2016,307
Jackie,100,History,9000000,36588512,2016,307
xXx: Return of Xander Cage,107,Action,85000000,345033359,2017,306
xXx: Return of Xander Cage,107,Adventure,85000000,345033359,2017,306
xXx: Return of Xander Cage,107,Thriller,85000000,345033359,2017,306
The Hunger Games: Mockingjay - Part 2,137,Action,160000000,648986787,2015,306
The Hunger Games: Mockingjay - Part 2,137,Adventure,160000000,648986787,2015,306
The Hunger Games: Mockingjay - Part 2,137,Sci-Fi,160000000,648986787,2015,306
Bridge of Spies,142,Drama,40000000,162498338,2015,306
Bridge of Spies,142,History,40000000,162498338,2015,306
Bridge of Spies,142,Thriller,40000000,162498338,2015,306
Interstellar,169,Adventure,165000000,666379375,2014,304
Interstellar,169,Drama,165000000,666379375,2014,304
Interstellar,169,Sci-Fi,165000000,666379375,2014,304
Last Vegas,105,Comedy,28000000,112914167,2013,303
Last Vegas,105,Drama,28000000,112914167,2013,303
Journey 2: The Mysterious Island,94,Action,79000000,318146162,2012,303
Journey 2: The Mysterious Island,94,Adventure,79000000,318146162,2012,303
Journey 2: The Mysterious Island,94,Comedy,79000000,318146162,2012,303
How to Train Your Dragon: The Hidden World,104,Action,129000000,519258283,2019,303
How to Train Your Dragon: The Hidden World,104,Adventure,129000000,519258283,2019,303
How to Train Your Dragon: The Hidden World,104,Animation,129000000,519258283,2019,303
Trainwreck,125,Comedy,35000000,141123897,2015,303
Trainwreck,125,Drama,35000000,141123897,2015,303
Trainwreck,125,Romance,35000000,141123897,2015,303
Second Act,103,Comedy,15700000,63288854,2018,303
Second Act,103,Drama,15700000,63288854,2018,303
Second Act,103,Romance,15700000,63288854,2018,303
The Foreigner,113,Action,35000000,140783360,2017,302
The Foreigner,113,Thriller,35000000,140783360,2017,302
Captain Phillips,134,Biography,55000000,220648184,2013,301
Captain Phillips,134,Drama,55000000,220648184,2013,301
Captain Phillips,134,Thriller,55000000,220648184,2013,301
The Book Thief,131,Drama,19000000,76086711,2013,300
The Book Thief,131,War,19000000,76086711,2013,300
Ant-Man,117,Action,130000000,518858449,2015,299
Ant-Man,117,Adventure,130000000,518858449,2015,299
Ant-Man,117,Comedy,130000000,518858449,2015,299
Sully,96,Biography,60000000,238524556,2016,298
Sully,96,Drama,60000000,238524556,2016,298
Mustang,97,Drama,1400000,5552584,2015,297
Big Hero 6,102,Action,165000000,652127828,2014,295
Big Hero 6,102,Adventure,165000000,652127828,2014,295
Big Hero 6,102,Animation,165000000,652127828,2014,295
Clash of the Titans,106,Action,125000000,493214888,2010,295
Clash of the Titans,106,Adventure,125000000,493214888,2010,295
Clash of the Titans,106,Fantasy,125000000,493214888,2010,295
The Revenant,156,Action,135000000,532938302,2015,295
The Revenant,156,Adventure,135000000,532938302,2015,295
The Revenant,156,Biography,135000000,532938302,2015,295
It Comes at Night,91,Horror,5000000,19720203,2017,294
It Comes at Night,91,Mystery,5000000,19720203,2017,294
Contraband,109,Action,25000000,98406855,2012,294
Contraband,109,Crime,25000000,98406855,2012,294
Contraband,109,Drama,25000000,98406855,2012,294
One Day,107,Drama,15000000,59168692,2011,294
One Day,107,Romance,15000000,59168692,2011,294
The Dark Knight Rises,164,Action,275000000,1084439099,2012,294
The Dark Knight Rises,164,Thriller,275000000,1084439099,2012,294
Kingsman: The Golden Circle,141,Action,104000000,408803696,2017,293
Kingsman: The Golden Circle,141,Adventure,104000000,408803696,2017,293
Kingsman: The Golden Circle,141,Comedy,104000000,408803696,2017,293
Dumb and Dumber To,109,Adventure,40000000,156553592,2014,291
Dumb and Dumber To,109,Comedy,40000000,156553592,2014,291
The Wolf of Wall Street,180,Biography,100000000,389870414,2013,290
The Wolf of Wall Street,180,Crime,100000000,389870414,2013,290
The Wolf of Wall Street,180,Drama,100000000,389870414,2013,290
Blair Witch,89,Horror,10000000,38985577,2016,290
Blair Witch,89,Mystery,10000000,38985577,2016,290
Blair Witch,89,Thriller,10000000,38985577,2016,290
Inside Job,109,Crime,2000000,7799257,2010,290
Inside Job,109,Documentary,2000000,7799257,2010,290
Final Destination 5,92,Horror,40000000,155011165,2011,288
Tinker Tailor Soldier Spy,122,Drama,21000000,81452811,2011,288
Tinker Tailor Soldier Spy,122,Mystery,21000000,81452811,2011,288
Tinker Tailor Soldier Spy,122,Thriller,21000000,81452811,2011,288
The Lego Batman Movie,104,Action,80000000,310660018,2017,288
The Lego Batman Movie,104,Animation,80000000,310660018,2017,288
The Lego Batman Movie,104,Comedy,80000000,310660018,2017,288
Teenage Mutant Ninja Turtles,101,Action,125000000,485004754,2014,288
Teenage Mutant Ninja Turtles,101,Adventure,125000000,485004754,2014,288
Teenage Mutant Ninja Turtles,101,Comedy,125000000,485004754,2014,288
About Last Night,100,Comedy,13000000,50445860,2014,288
About Last Night,100,Romance,13000000,50445860,2014,288
The Lucky One,101,Drama,25000000,96633833,2012,287
The Lucky One,101,Romance,25000000,96633833,2012,287
The Girl on the Train,112,Crime,45000000,174278214,2016,287
The Girl on the Train,112,Drama,45000000,174278214,2016,287
The Girl on the Train,112,Mystery,45000000,174278214,2016,287
Ready Player One,140,Action,150000000,579290136,2018,286
Ready Player One,140,Adventure,150000000,579290136,2018,286
Ready Player One,140,Sci-Fi,150000000,579290136,2018,286
Snitch,112,Action,15000000,57907734,2013,286
Snitch,112,Drama,15000000,57907734,2013,286
Snitch,112,Thriller,15000000,57907734,2013,286
Warm Bodies,98,Comedy,30000000,115121608,2013,284
Warm Bodies,98,Horror,30000000,115121608,2013,284
Warm Bodies,98,Romance,30000000,115121608,2013,284
End of Watch,109,Action,15000000,57586606,2012,284
End of Watch,109,Crime,15000000,57586606,2012,284
End of Watch,109,Drama,15000000,57586606,2012,284
The Hobbit: The Desolation of Smaug,161,Adventure,250000000,960366855,2013,284
The Hobbit: The Desolation of Smaug,161,Fantasy,250000000,960366855,2013,284
Ice Age: Collision Course,94,Adventure,105000000,402156682,2016,283
Ice Age: Collision Course,94,Animation,105000000,402156682,2016,283
Ice Age: Collision Course,94,Comedy,105000000,402156682,2016,283
The Accountant,128,Action,40000000,152962083,2016,282
The Accountant,128,Crime,40000000,152962083,2016,282
The Accountant,128,Drama,40000000,152962083,2016,282
Amour,127,Drama,9700000,36787044,2012,279
Amour,127,Romance,9700000,36787044,2012,279
Into the Woods,125,Adventure,56200000,213116401,2014,279
Into the Woods,125,Comedy,56200000,213116401,2014,279
Into the Woods,125,Drama,56200000,213116401,2014,279
Before I Fall,98,Drama,5000000,18945682,2017,279
Before I Fall,98,Fantasy,5000000,18945682,2017,279
Before I Fall,98,Mystery,5000000,18945682,2017,279
Rio 2,101,Adventure,130000000,492846291,2014,279
Rio 2,101,Animation,130000000,492846291,2014,279
Rio 2,101,Comedy,130000000,492846291,2014,279
The Hobbit: The Battle of the Five Armies,144,Adventure,250000000,945577621,2014,278
The Hobbit: The Battle of the Five Armies,144,Fantasy,250000000,945577621,2014,278
Lone Survivor,121,Action,40000000,149804632,2013,275
Lone Survivor,121,Biography,40000000,149804632,2013,275
Lone Survivor,121,Drama,40000000,149804632,2013,275
Shutter Island,138,Mystery,80000000,299461782,2010,274
Shutter Island,138,Thriller,80000000,299461782,2010,274
The Babadook,94,Drama,2000000,7482387,2014,274
The Babadook,94,Horror,2000000,7482387,2014,274
X-Men: Days of Future Past,132,Action,200000000,747862775,2014,274
X-Men: Days of Future Past,132,Adventure,200000000,747862775,2014,274
X-Men: Days of Future Past,132,Sci-Fi,200000000,747862775,2014,274
Monsters University,104,Adventure,200000000,743588329,2013,272
Monsters University,104,Animation,200000000,743588329,2013,272
Monsters University,104,Comedy,200000000,743588329,2013,272
Machete,105,Action,12500000,46370970,2010,271
Machete,105,Crime,12500000,46370970,2010,271
Machete,105,Thriller,12500000,46370970,2010,271
Resident Evil: Retribution,95,Action,65000000,240647629,2012,270
Resident Evil: Retribution,95,Horror,65000000,240647629,2012,270
Resident Evil: Retribution,95,Sci-Fi,65000000,240647629,2012,270
Kung Fu Panda 3,95,Action,140000000,517599142,2016,270
Kung Fu Panda 3,95,Adventure,140000000,517599142,2016,270
Kung Fu Panda 3,95,Animation,140000000,517599142,2016,270
Johnny English Reborn,101,Action,45000000,164640401,2011,266
Johnny English Reborn,101,Adventure,45000000,164640401,2011,266
Johnny English Reborn,101,Comedy,45000000,164640401,2011,266
Iron Man 2,124,Action,170000000,621156389,2010,265
Iron Man 2,124,Adventure,170000000,621156389,2010,265
Iron Man 2,124,Sci-Fi,170000000,621156389,2010,265
Now You See Me 2,129,Action,90000000,328325007,2016,265
Now You See Me 2,129,Adventure,90000000,328325007,2016,265
Now You See Me 2,129,Comedy,90000000,328325007,2016,265
Carol,118,Drama,11800000,42843521,2015,263
Carol,118,Romance,11800000,42843521,2015,263
Grown Ups,102,Comedy,75000000,272223430,2010,263
Sanctum,108,Adventure,30000000,108957098,2011,263
Sanctum,108,Drama,30000000,108957098,2011,263
Sanctum,108,Thriller,30000000,108957098,2011,263
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81,Comedy,28000000,101379287,2014,262
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81,Family,28000000,101379287,2014,262
Jack Reacher,130,Action,60000000,217370736,2012,262
Jack Reacher,130,Crime,60000000,217370736,2012,262
Jack Reacher,130,Thriller,60000000,217370736,2012,262
The Wolverine,126,Action,115000000,416456852,2013,262
The Wolverine,126,Adventure,115000000,416456852,2013,262
The Wolverine,126,Sci-Fi,115000000,416456852,2013,262
Posledniy bogatyr,114,Action,8500000,30700192,2017,261
Posledniy bogatyr,114,Adventure,8500000,30700192,2017,261
Posledniy bogatyr,114,Comedy,8500000,30700192,2017,261
The Post,116,Biography,50000000,179748880,2017,259
The Post,116,Drama,50000000,179748880,2017,259
The Post,116,History,50000000,179748880,2017,259
Mommy,135,Drama,4900000,17536004,2015,258
The Muppets,103,Adventure,45000000,160971922,2011,258
The Muppets,103,Comedy,45000000,160971922,2011,258
The Muppets,103,Family,45000000,160971922,2011,258
Rampage,107,Action,120000000,428056280,2018,257
Rampage,107,Adventure,120000000,428056280,2018,257
Rampage,107,Sci-Fi,120000000,428056280,2018,257
Night School,111,Comedy,29000000,103008792,2018,255
The Amazing Spider-Man 2,142,Action,200000000,708996336,2014,254
The Amazing Spider-Man 2,142,Adventure,200000000,708996336,2014,254
The Amazing Spider-Man 2,142,Sci-Fi,200000000,708996336,2014,254
Nerve,96,Action,20000000,70652284,2016,253
Nerve,96,Adventure,20000000,70652284,2016,253
Nerve,96,Crime,20000000,70652284,2016,253
Remember Me,113,Drama,16000000,56506120,2010,253
Remember Me,113,Romance,16000000,56506120,2010,253
Sisters,53,Biography,30000000,106030660,2015,253
Sisters,53,Documentary,30000000,106030660,2015,253
Sisters,53,Music,30000000,106030660,2015,253
Sisters,118,Comedy,30000000,106030660,2015,253
The Guard,96,Comedy,6000000,21197454,2011,253
The Guard,96,Crime,6000000,21197454,2011,253
The Guard,96,Thriller,6000000,21197454,2011,253
Cloudy with a Chance of Meatballs 2,95,Adventure,78000000,274392649,2013,252
Cloudy with a Chance of Meatballs 2,95,Animation,78000000,274392649,2013,252
Cloudy with a Chance of Meatballs 2,95,Comedy,78000000,274392649,2013,252
Diary of a Wimpy Kid: Dog Days,94,Comedy,22000000,77229695,2012,251
Diary of a Wimpy Kid: Dog Days,94,Family,22000000,77229695,2012,251
The Equalizer,132,Action,55000000,192903624,2014,251
The Equalizer,132,Crime,55000000,192903624,2014,251
The Equalizer,132,Thriller,55000000,192903624,2014,251
Addicted,106,Drama,5000000,17499242,2014,250
Addicted,106,Thriller,5000000,17499242,2014,250
Wild,115,Adventure,15000000,52460543,2014,250
Wild,115,Biography,15000000,52460543,2014,250
Wild,115,Drama,15000000,52460543,2014,250
What Men Want,117,Comedy,20000000,69911903,2019,250
What Men Want,117,Fantasy,20000000,69911903,2019,250
What Men Want,117,Romance,20000000,69911903,2019,250
Addicted,97,Documentary,5000000,17499242,2014,250
Addicted,97,Music,5000000,17499242,2014,250
The Wedding Ringer,101,Comedy,23000000,80171596,2015,249
Piranha 3D,88,Comedy,24000000,83660160,2010,249
Piranha 3D,88,Horror,24000000,83660160,2010,249
Kick-Ass,117,Action,28000000,97531134,2010,248
Kick-Ass,117,Comedy,28000000,97531134,2010,248
Batman v Superman: Dawn of Justice,151,Action,250000000,867500281,2016,247
Batman v Superman: Dawn of Justice,151,Adventure,250000000,867500281,2016,247
Batman v Superman: Dawn of Justice,151,Fantasy,250000000,867500281,2016,247
Jason Bourne,123,Action,120000000,416168316,2016,247
Jason Bourne,123,Thriller,120000000,416168316,2016,247
Money Monster,98,Crime,27000000,93466095,2016,246
Money Monster,98,Drama,27000000,93466095,2016,246
Money Monster,98,Thriller,27000000,93466095,2016,246
To Rome with Love,112,Comedy,21500000,74326015,2012,246
To Rome with Love,112,Music,21500000,74326015,2012,246
To Rome with Love,112,Romance,21500000,74326015,2012,246
The Amazing Spider-Man,136,Action,220000000,757890267,2012,244
The Amazing Spider-Man,136,Adventure,220000000,757890267,2012,244
The Amazing Spider-Man,136,Sci-Fi,220000000,757890267,2012,244
Eat Pray Love,133,Drama,60000000,206598789,2010,244
Eat Pray Love,133,Romance,60000000,206598789,2010,244
Anchorman 2: The Legend Continues,119,Comedy,50000000,172185754,2013,244
Pirates of the Caribbean: Dead Men Tell No Tales,129,Action,230000000,788241137,2017,243
Pirates of the Caribbean: Dead Men Tell No Tales,129,Adventure,230000000,788241137,2017,243
Pirates of the Caribbean: Dead Men Tell No Tales,129,Fantasy,230000000,788241137,2017,243
My Week with Marilyn,99,Biography,10000000,34240572,2011,242
My Week with Marilyn,99,Drama,10000000,34240572,2011,242
The Mule,116,Crime,50000000,170857676,2018,242
The Mule,116,Drama,50000000,170857676,2018,242
The Mule,116,Thriller,50000000,170857676,2018,242
Aladdin,128,Adventure,182000000,619234314,2019,240
Aladdin,128,Comedy,182000000,619234314,2019,240
Aladdin,128,Family,182000000,619234314,2019,240
The American,105,Crime,20000000,67950723,2010,240
The American,105,Drama,20000000,67950723,2010,240
The American,105,Thriller,20000000,67950723,2010,240
Everest,121,Action,65000000,221297061,2015,240
Everest,121,Adventure,65000000,221297061,2015,240
Everest,121,Biography,65000000,221297061,2015,240
Unknown,113,Action,40000000,136123083,2011,240
Unknown,113,Mystery,40000000,136123083,2011,240
Unknown,113,Thriller,40000000,136123083,2011,240
The Ides of March,101,Drama,23000000,77735925,2011,238
The Ides of March,101,Thriller,23000000,77735925,2011,238
A Nightmare on Elm Street,95,Crime,35000000,117729621,2010,236
A Nightmare on Elm Street,95,Drama,35000000,117729621,2010,236
A Nightmare on Elm Street,95,Horror,35000000,117729621,2010,236
Safe Haven,115,Drama,28000000,94050951,2013,236
Safe Haven,115,Romance,28000000,94050951,2013,236
Safe Haven,115,Thriller,28000000,94050951,2013,236
127 Hours,94,Adventure,18000000,60217171,2010,235
127 Hours,94,Biography,18000000,60217171,2010,235
127 Hours,94,Drama,18000000,60217171,2010,235
The Perfect Guy,100,Crime,18000000,60278166,2015,235
The Perfect Guy,100,Drama,18000000,60278166,2015,235
The Perfect Guy,100,Horror,18000000,60278166,2015,235
Dunkirk,106,Action,150000000,499837368,2017,233
Dunkirk,106,Drama,150000000,499837368,2017,233
Dunkirk,106,History,150000000,499837368,2017,233
Captain Underpants: The First Epic Movie,89,Action,38000000,126577874,2017,233
Captain Underpants: The First Epic Movie,89,Animation,38000000,126577874,2017,233
Captain Underpants: The First Epic Movie,89,Comedy,38000000,126577874,2017,233
Rings,102,Drama,25000000,82917283,2017,232
Rings,102,Horror,25000000,82917283,2017,232
Rings,102,Mystery,25000000,82917283,2017,232
Obvious Child,84,Comedy,1000000,3324070,2014,232
Obvious Child,84,Drama,1000000,3324070,2014,232
Obvious Child,84,Romance,1000000,3324070,2014,232
A Good Day to Die Hard,98,Action,92000000,304249198,2013,231
A Good Day to Die Hard,98,Thriller,92000000,304249198,2013,231
Godzilla,123,Action,160000000,529076069,2014,231
Godzilla,123,Adventure,160000000,529076069,2014,231
Godzilla,123,Sci-Fi,160000000,529076069,2014,231
Vacation,99,Adventure,31000000,102306500,2015,230
Vacation,99,Comedy,31000000,102306500,2015,230
Sea Rex 3D: Journey to a Prehistoric World,41,Documentary,5000000,16515203,2010,230
The Prodigy,92,Horror,6000000,19789712,2019,230
The Prodigy,92,Thriller,6000000,19789712,2019,230
Smurfs: The Lost Village,90,Adventure,60000000,197578586,2017,229
Smurfs: The Lost Village,90,Animation,60000000,197578586,2017,229
Smurfs: The Lost Village,90,Comedy,60000000,197578586,2017,229
Hell Fest,89,Horror,5500000,18119231,2018,229
Going in Style,96,Comedy,24000000,78672579,2017,228
Going in Style,96,Crime,24000000,78672579,2017,228
Saving Mr. Banks,125,Biography,35000000,114962525,2013,228
Saving Mr. Banks,125,Comedy,35000000,114962525,2013,228
Saving Mr. Banks,125,Drama,35000000,114962525,2013,228
Atomic Blonde,115,Action,30000000,98345423,2017,228
Atomic Blonde,115,Mystery,30000000,98345423,2017,228
Atomic Blonde,115,Thriller,30000000,98345423,2017,228
The Roommate,91,Drama,16000000,52545707,2011,228
The Roommate,91,Thriller,16000000,52545707,2011,228
The Expendables,103,Action,82000000,268268174,2010,227
The Expendables,103,Adventure,82000000,268268174,2010,227
The Expendables,103,Thriller,82000000,268268174,2010,227
Fantastic Beasts: The Crimes of Grindelwald,134,Adventure,200000000,652220086,2018,226
Fantastic Beasts: The Crimes of Grindelwald,134,Family,200000000,652220086,2018,226
Fantastic Beasts: The Crimes of Grindelwald,134,Fantasy,200000000,652220086,2018,226
Due Date,95,Adventure,65000000,211739043,2010,226
Due Date,95,Comedy,65000000,211739043,2010,226
Divergent,139,Action,85000000,276014965,2014,225
Divergent,139,Adventure,85000000,276014965,2014,225
Divergent,139,Mystery,85000000,276014965,2014,225
London Has Fallen,99,Action,60000000,195194085,2016,225
London Has Fallen,99,Thriller,60000000,195194085,2016,225
Earth to Echo,91,Adventure,13000000,42174545,2014,224
Earth to Echo,91,Family,13000000,42174545,2014,224
Earth to Echo,91,Sci-Fi,13000000,42174545,2014,224
War for the Planet of the Apes,140,Action,152000000,489592267,2017,222
War for the Planet of the Apes,140,Adventure,152000000,489592267,2017,222
War for the Planet of the Apes,140,Drama,152000000,489592267,2017,222
Prometheus,124,Adventure,125000000,402448265,2012,222
Prometheus,124,Mystery,125000000,402448265,2012,222
Prometheus,124,Sci-Fi,125000000,402448265,2012,222
Son of God,138,Biography,22000000,70949793,2014,222
Son of God,138,Drama,22000000,70949793,2014,222
Son of God,138,History,22000000,70949793,2014,222
Delivery Man,105,Comedy,22000000,70536870,2013,221
Delivery Man,105,Drama,22000000,70536870,2013,221
Enough Said,93,Comedy,8000000,25621449,2013,220
Enough Said,93,Drama,8000000,25621449,2013,220
Enough Said,93,Romance,8000000,25621449,2013,220
Ted 2,115,Comedy,68000000,217214143,2015,219
Predators,107,Action,40000000,127234389,2010,218
Predators,107,Adventure,40000000,127234389,2010,218
Predators,107,Sci-Fi,40000000,127234389,2010,218
The Transporter Refueled,96,Action,22000000,69698495,2015,217
The Transporter Refueled,96,Adventure,22000000,69698495,2015,217
The Transporter Refueled,96,Crime,22000000,69698495,2015,217
The Smurfs 2,105,Adventure,110000000,348547523,2013,217
The Smurfs 2,105,Animation,110000000,348547523,2013,217
The Smurfs 2,105,Comedy,110000000,348547523,2013,217
Game Night,100,Action,37000000,117378084,2018,217
Game Night,100,Comedy,37000000,117378084,2018,217
Game Night,100,Crime,37000000,117378084,2018,217
Knock Knock,99,Drama,2000000,6328516,2015,216
Knock Knock,99,Thriller,2000000,6328516,2015,216
Dracula Untold,92,Action,70000000,220241723,2014,215
Dracula Untold,92,Drama,70000000,220241723,2014,215
Dracula Untold,92,Fantasy,70000000,220241723,2014,215
Sex Tape,94,Comedy,40000000,126069509,2014,215
Sex Tape,94,Romance,40000000,126069509,2014,215
Shame,101,Drama,6500000,20412841,2011,214
42,128,Biography,31000000,97470701,2013,214
42,128,Drama,31000000,97470701,2013,214
42,128,Sport,31000000,97470701,2013,214
The Star,86,Adventure,20000000,62758010,2017,214
The Star,86,Animation,20000000,62758010,2017,214
The Star,86,Comedy,20000000,62758010,2017,214
Southpaw,124,Drama,30000000,94156456,2015,214
Southpaw,124,Sport,30000000,94156456,2015,214
Hell or High Water,102,Action,12000000,37584304,2016,213
Hell or High Water,102,Crime,12000000,37584304,2016,213
Hell or High Water,102,Drama,12000000,37584304,2016,213
Pain & Gain,129,Action,26000000,81275291,2013,213
Pain & Gain,129,Comedy,26000000,81275291,2013,213
Pain & Gain,129,Crime,26000000,81275291,2013,213
Movie 43,94,Comedy,10000000,31164747,2013,212
Ride Along 2,102,Action,40000000,124827316,2016,212
Ride Along 2,102,Comedy,40000000,124827316,2016,212
Ride Along 2,102,Crime,40000000,124827316,2016,212
The Expendables 2,103,Action,100000000,311979256,2012,212
The Expendables 2,103,Adventure,100000000,311979256,2012,212
The Expendables 2,103,Thriller,100000000,311979256,2012,212
Neighbors 2: Sorority Rising,92,Comedy,35000000,108757621,2016,211
Little Fockers,98,Comedy,100000000,310650574,2010,211
Little Fockers,98,Romance,100000000,310650574,2010,211
Sex and the City 2,146,Comedy,95000000,294680778,2010,210
Sex and the City 2,146,Drama,95000000,294680778,2010,210
Sex and the City 2,146,Romance,95000000,294680778,2010,210
Grown Ups 2,101,Comedy,80000000,247023808,2013,209
Why Him?,111,Comedy,38000000,117425156,2016,209
Compliance,90,Biography,270000,830700,2012,208
Compliance,90,Crime,270000,830700,2012,208
Compliance,90,Drama,270000,830700,2012,208
When the Bough Breaks,107,Crime,10000000,30768449,2016,208
When the Bough Breaks,107,Drama,10000000,30768449,2016,208
When the Bough Breaks,107,Horror,10000000,30768449,2016,208
Water for Elephants,120,Drama,38000000,116809717,2011,207
Water for Elephants,120,Romance,38000000,116809717,2011,207
X-Men: Apocalypse,144,Action,178000000,542537546,2016,205
X-Men: Apocalypse,144,Adventure,178000000,542537546,2016,205
X-Men: Apocalypse,144,Sci-Fi,178000000,542537546,2016,205
Why Did I Get Married Too?,121,Comedy,20000000,60831067,2010,204
Why Did I Get Married Too?,121,Drama,20000000,60831067,2010,204
Why Did I Get Married Too?,121,Romance,20000000,60831067,2010,204
Men in Black 3,106,Action,215000000,654213485,2012,204
Men in Black 3,106,Adventure,215000000,654213485,2012,204
Men in Black 3,106,Comedy,215000000,654213485,2012,204
Sardaar Ji,141,Comedy,2700000,8200000,2015,204
Sardaar Ji,141,Fantasy,2700000,8200000,2015,204
Sardaar Ji,141,Horror,2700000,8200000,2015,204
Tomb Raider,119,Action,90000000,273477501,2018,204
Tomb Raider,119,Adventure,90000000,273477501,2018,204
Tomb Raider,119,Fantasy,90000000,273477501,2018,204
Kong: Skull Island,118,Action,185000000,561072059,2017,203
Kong: Skull Island,118,Adventure,185000000,561072059,2017,203
Kong: Skull Island,118,Fantasy,185000000,561072059,2017,203
Meet the Mormons,78,Documentary,2000000,6049171,2014,202
Unplanned,106,Biography,6000000,18107621,2019,202
Unplanned,106,Drama,6000000,18107621,2019,202
The Bounty Hunter,110,Action,45000000,135808837,2010,202
The Bounty Hunter,110,Comedy,45000000,135808837,2010,202
The Bounty Hunter,110,Romance,45000000,135808837,2010,202
Wreck-It Ralph,101,Adventure,165000000,496511521,2012,201
Wreck-It Ralph,101,Animation,165000000,496511521,2012,201
Wreck-It Ralph,101,Comedy,165000000,496511521,2012,201
300: Rise of an Empire,102,Action,110000000,330780051,2014,201
300: Rise of an Empire,102,Fantasy,110000000,330780051,2014,201
300: Rise of an Empire,102,War,110000000,330780051,2014,201
Into the Storm,89,Action,50000000,150429371,2014,201
Into the Storm,89,Adventure,50000000,150429371,2014,201
Into the Storm,89,Drama,50000000,150429371,2014,201
Brave,93,Adventure,185000000,554606532,2012,200
Brave,93,Animation,185000000,554606532,2012,200
Brave,93,Comedy,185000000,554606532,2012,200
Thor,115,Action,150000000,449326618,2011,200
Thor,115,Adventure,150000000,449326618,2011,200
Thor,115,Fantasy,150000000,449326618,2011,200
How to Train Your Dragon,98,Action,165000000,494870992,2010,200
How to Train Your Dragon,98,Adventure,165000000,494870992,2010,200
