primary_title,runtime_minutes,genres,production_budget,worldwide_gross,year,ROI
Side Effects,106,Drama,30000000,66742138,2013,122
Side Effects,106,Mystery,30000000,66742138,2013,122
A Walk Among the Tombstones,114,Action,28000000,62108587,2014,122
A Walk Among the Tombstones,114,Crime,28000000,62108587,2014,122
A Walk Among the Tombstones,114,Drama,28000000,62108587,2014,122
Takers,107,Action,32000000,70587268,2010,121
Takers,107,Crime,32000000,70587268,2010,121
Takers,107,Thriller,32000000,70587268,2010,121
Geostorm,109,Action,100000000,220796009,2017,121
Geostorm,109,Sci-Fi,100000000,220796009,2017,121
Geostorm,109,Thriller,100000000,220796009,2017,121
Knight and Day,109,Action,117000000,258751370,2010,121
Knight and Day,109,Adventure,117000000,258751370,2010,121
Knight and Day,109,Comedy,117000000,258751370,2010,121
Life of the Party,105,Comedy,30000000,65759911,2018,119
Justice League,120,Action,300000000,655945209,2017,119
Justice League,120,Adventure,300000000,655945209,2017,119
