primary_title,runtime_minutes,genres,production_budget,worldwide_gross,year,ROI
Sully,96,"Biography,Drama",60000000,238524556,2016,298
Mustang,97,Drama,1400000,5552584,2015,297
Big Hero 6,102,"Action,Adventure,Animation",165000000,652127828,2014,295
Clash of the Titans,106,"Action,Adventure,Fantasy",125000000,493214888,2010,295
The Revenant,156,"Action,Adventure,Biography",135000000,532938302,2015,295
It Comes at Night,91,"Horror,Mystery",5000000,19720203,2017,294
Contraband,109,"Action,Crime,Drama",25000000,98406855,2012,294
One Day,107,"Drama,Romance",15000000,59168692,2011,294
The Dark Knight Rises,164,"Action,Thriller",275000000,1084439099,2012,294
Kingsman: The Golden Circle,141,"Action,Adventure,Comedy",104000000,408803696,2017,293
Dumb and Dumber To,109,"Adventure,Comedy",40000000,156553592,2014,291
The Wolf of Wall Street,180,"Biography,Crime,Drama",100000000,389870414,2013,290
Blair Witch,89,"Horror,Mystery,Thriller",10000000,38985577,2016,290
Inside Job,109,"Crime,Documentary",2000000,7799257,2010,290
Final Destination 5,92,Horror,40000000,155011165,2011,288
Tinker Tailor Soldier Spy,122,"Drama,Mystery,Thriller",21000000,81452811,2011,288
The Lego Batman Movie,104,"Action,Animation,Comedy",80000000,310660018,2017,288
Teenage Mutant Ninja Turtles,101,"Action,Adventure,Comedy",125000000,485004754,2014,288
About Last Night,100,"Comedy,Romance",13000000,50445860,2014,288
The Lucky One,101,"Drama,Romance",25000000,96633833,2012,287
The Girl on the Train,112,"Crime,Drama,Mystery",45000000,174278214,2016,287
Ready Player One,140,"Action,Adventure,Sci-Fi",150000000,579290136,2018,286
Snitch,112,"Action,Drama,Thriller",15000000,57907734,2013,286
Warm Bodies,98,"Comedy,Horror,Romance",30000000,115121608,2013,284
End of Watch,109,"Action,Crime,Drama",15000000,57586606,2012,284
The Hobbit: The Desolation of Smaug,161,"Adventure,Fantasy",250000000,960366855,2013,284
Ice Age: Collision Course,94,"Adventure,Animation,Comedy",105000000,402156682,2016,283
The Accountant,128,"Action,Crime,Drama",40000000,152962083,2016,282
Amour,127,"Drama,Romance",9700000,36787044,2012,279
Into the Woods,125,"Adventure,Comedy,Drama",56200000,213116401,2014,279
Before I Fall,98,"Drama,Fantasy,Mystery",5000000,18945682,2017,279
Rio 2,101,"Adventure,Animation,Comedy",130000000,492846291,2014,279
The Hobbit: The Battle of the Five Armies,144,"Adventure,Fantasy",250000000,945577621,2014,278
Lone Survivor,121,"Action,Biography,Drama",40000000,149804632,2013,275
Shutter Island,138,"Mystery,Thriller",80000000,299461782,2010,274
The Babadook,94,"Drama,Horror",2000000,7482387,2014,274
X-Men: Days of Future Past,132,"Action,Adventure,Sci-Fi",200000000,747862775,2014,274
Monsters University,104,"Adventure,Animation,Comedy",200000000,743588329,2013,272
Machete,105,"Action,Crime,Thriller",12500000,46370970,2010,271
Resident Evil: Retribution,95,"Action,Horror,Sci-Fi",65000000,240647629,2012,270
Kung Fu Panda 3,95,"Action,Adventure,Animation",140000000,517599142,2016,270
Johnny English Reborn,101,"Action,Adventure,Comedy",45000000,164640401,2011,266
Iron Man 2,124,"Action,Adventure,Sci-Fi",170000000,621156389,2010,265
Now You See Me 2,129,"Action,Adventure,Comedy",90000000,328325007,2016,265
Carol,118,"Drama,Romance",11800000,42843521,2015,263
Grown Ups,102,Comedy,75000000,272223430,2010,263
Sanctum,108,"Adventure,Drama,Thriller",30000000,108957098,2011,263
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",81,"Comedy,Family",28000000,101379287,2014,262
Jack Reacher,130,"Action,Crime,Thriller",60000000,217370736,2012,262
The Wolverine,126,"Action,Adventure,Sci-Fi",115000000,416456852,2013,262
Posledniy bogatyr,114,"Action,Adventure,Comedy",8500000,30700192,2017,261
The Post,116,"Biography,Drama,History",50000000,179748880,2017,259
Mommy,135,Drama,4900000,17536004,2015,258
The Muppets,103,"Adventure,Comedy,Family",45000000,160971922,2011,258
Rampage,107,"Action,Adventure,Sci-Fi",120000000,428056280,2018,257
Night School,111,Comedy,29000000,103008792,2018,255
The Amazing Spider-Man 2,142,"Action,Adventure,Sci-Fi",200000000,708996336,2014,254
Nerve,96,"Action,Adventure,Crime",20000000,70652284,2016,253
Remember Me,113,"Drama,Romance",16000000,56506120,2010,253
Sisters,53,"Biography,Documentary,Music",30000000,106030660,2015,253
Sisters,118,Comedy,30000000,106030660,2015,253
The Guard,96,"Comedy,Crime,Thriller",6000000,21197454,2011,253
Cloudy with a Chance of Meatballs 2,95,"Adventure,Animation,Comedy",78000000,274392649,2013,252
Diary of a Wimpy Kid: Dog Days,94,"Comedy,Family",22000000,77229695,2012,251
The Equalizer,132,"Action,Crime,Thriller",55000000,192903624,2014,251
Addicted,106,"Drama,Thriller",5000000,17499242,2014,250
Wild,115,"Adventure,Biography,Drama",15000000,52460543,2014,250
What Men Want,117,"Comedy,Fantasy,Romance",20000000,69911903,2019,250
Addicted,97,"Documentary,Music",5000000,17499242,2014,250
The Wedding Ringer,101,Comedy,23000000,80171596,2015,249
Piranha 3D,88,"Comedy,Horror",24000000,83660160,2010,249
Kick-Ass,117,"Action,Comedy",28000000,97531134,2010,248
Batman v Superman: Dawn of Justice,151,"Action,Adventure,Fantasy",250000000,867500281,2016,247
Jason Bourne,123,"Action,Thriller",120000000,416168316,2016,247
Money Monster,98,"Crime,Drama,Thriller",27000000,93466095,2016,246
To Rome with Love,112,"Comedy,Music,Romance",21500000,74326015,2012,246
The Amazing Spider-Man,136,"Action,Adventure,Sci-Fi",220000000,757890267,2012,244
Eat Pray Love,133,"Drama,Romance",60000000,206598789,2010,244
Anchorman 2: The Legend Continues,119,Comedy,50000000,172185754,2013,244
Pirates of the Caribbean: Dead Men Tell No Tales,129,"Action,Adventure,Fantasy",230000000,788241137,2017,243
My Week with Marilyn,99,"Biography,Drama",10000000,34240572,2011,242
The Mule,116,"Crime,Drama,Thriller",50000000,170857676,2018,242
Aladdin,128,"Adventure,Comedy,Family",182000000,619234314,2019,240
The American,105,"Crime,Drama,Thriller",20000000,67950723,2010,240
Everest,121,"Action,Adventure,Biography",65000000,221297061,2015,240
Unknown,113,"Action,Mystery,Thriller",40000000,136123083,2011,240
The Ides of March,101,"Drama,Thriller",23000000,77735925,2011,238
A Nightmare on Elm Street,95,"Crime,Drama,Horror",35000000,117729621,2010,236
Safe Haven,115,"Drama,Romance,Thriller",28000000,94050951,2013,236
127 Hours,94,"Adventure,Biography,Drama",18000000,60217171,2010,235
The Perfect Guy,100,"Crime,Drama,Horror",18000000,60278166,2015,235
Dunkirk,106,"Action,Drama,History",150000000,499837368,2017,233
Captain Underpants: The First Epic Movie,89,"Action,Animation,Comedy",38000000,126577874,2017,233
Rings,102,"Drama,Horror,Mystery",25000000,82917283,2017,232
Obvious Child,84,"Comedy,Drama,Romance",1000000,3324070,2014,232
A Good Day to Die Hard,98,"Action,Thriller",92000000,304249198,2013,231
Godzilla,123,"Action,Adventure,Sci-Fi",160000000,529076069,2014,231
Vacation,99,"Adventure,Comedy",31000000,102306500,2015,230
Sea Rex 3D: Journey to a Prehistoric World,41,Documentary,5000000,16515203,2010,230
The Prodigy,92,"Horror,Thriller",6000000,19789712,2019,230
Smurfs: The Lost Village,90,"Adventure,Animation,Comedy",60000000,197578586,2017,229
Hell Fest,89,Horror,5500000,18119231,2018,229
Going in Style,96,"Comedy,Crime",24000000,78672579,2017,228
Saving Mr. Banks,125,"Biography,Comedy,Drama",35000000,114962525,2013,228
Atomic Blonde,115,"Action,Mystery,Thriller",30000000,98345423,2017,228
The Roommate,91,"Drama,Thriller",16000000,52545707,2011,228
The Expendables,103,"Action,Adventure,Thriller",82000000,268268174,2010,227
Fantastic Beasts: The Crimes of Grindelwald,134,"Adventure,Family,Fantasy",200000000,652220086,2018,226
Due Date,95,"Adventure,Comedy",65000000,211739043,2010,226
Divergent,139,"Action,Adventure,Mystery",85000000,276014965,2014,225
London Has Fallen,99,"Action,Thriller",60000000,195194085,2016,225
Earth to Echo,91,"Adventure,Family,Sci-Fi",13000000,42174545,2014,224
War for the Planet of the Apes,140,"Action,Adventure,Drama",152000000,489592267,2017,222
Prometheus,124,"Adventure,Mystery,Sci-Fi",125000000,402448265,2012,222
Son of God,138,"Biography,Drama,History",22000000,70949793,2014,222
Delivery Man,105,"Comedy,Drama",22000000,70536870,2013,221
Enough Said,93,"Comedy,Drama,Romance",8000000,25621449,2013,220
Ted 2,115,Comedy,68000000,217214143,2015,219
Predators,107,"Action,Adventure,Sci-Fi",40000000,127234389,2010,218
The Transporter Refueled,96,"Action,Adventure,Crime",22000000,69698495,2015,217
The Smurfs 2,105,"Adventure,Animation,Comedy",110000000,348547523,2013,217
Game Night,100,"Action,Comedy,Crime",37000000,117378084,2018,217
Knock Knock,99,"Drama,Thriller",2000000,6328516,2015,216
Dracula Untold,92,"Action,Drama,Fantasy",70000000,220241723,2014,215
Sex Tape,94,"Comedy,Romance",40000000,126069509,2014,215
Shame,101,Drama,6500000,20412841,2011,214
42,128,"Biography,Drama,Sport",31000000,97470701,2013,214
The Star,86,"Adventure,Animation,Comedy",20000000,62758010,2017,214
Southpaw,124,"Drama,Sport",30000000,94156456,2015,214
Hell or High Water,102,"Action,Crime,Drama",12000000,37584304,2016,213
Pain & Gain,129,"Action,Comedy,Crime",26000000,81275291,2013,213
Movie 43,94,Comedy,10000000,31164747,2013,212
Ride Along 2,102,"Action,Comedy,Crime",40000000,124827316,2016,212
The Expendables 2,103,"Action,Adventure,Thriller",100000000,311979256,2012,212
Neighbors 2: Sorority Rising,92,Comedy,35000000,108757621,2016,211
Little Fockers,98,"Comedy,Romance",100000000,310650574,2010,211
Sex and the City 2,146,"Comedy,Drama,Romance",95000000,294680778,2010,210
Grown Ups 2,101,Comedy,80000000,247023808,2013,209
Why Him?,111,Comedy,38000000,117425156,2016,209
Compliance,90,"Biography,Crime,Drama",270000,830700,2012,208
When the Bough Breaks,107,"Crime,Drama,Horror",10000000,30768449,2016,208
Water for Elephants,120,"Drama,Romance",38000000,116809717,2011,207
X-Men: Apocalypse,144,"Action,Adventure,Sci-Fi",178000000,542537546,2016,205
Why Did I Get Married Too?,121,"Comedy,Drama,Romance",20000000,60831067,2010,204
Men in Black 3,106,"Action,Adventure,Comedy",215000000,654213485,2012,204
Sardaar Ji,141,"Comedy,Fantasy,Horror",2700000,8200000,2015,204
Tomb Raider,119,"Action,Adventure,Fantasy",90000000,273477501,2018,204
Kong: Skull Island,118,"Action,Adventure,Fantasy",185000000,561072059,2017,203
Meet the Mormons,78,Documentary,2000000,6049171,2014,202
Unplanned,106,"Biography,Drama",6000000,18107621,2019,202
The Bounty Hunter,110,"Action,Comedy,Romance",45000000,135808837,2010,202
Wreck-It Ralph,101,"Adventure,Animation,Comedy",165000000,496511521,2012,201
300: Rise of an Empire,102,"Action,Fantasy,War",110000000,330780051,2014,201
Into the Storm,89,"Action,Adventure,Drama",50000000,150429371,2014,201
Brave,93,"Adventure,Animation,Comedy",185000000,554606532,2012,200
Thor,115,"Action,Adventure,Fantasy",150000000,449326618,2011,200
How to Train Your Dragon,98,"Action,Adventure,Animation",165000000,494870992,2010,200
Arbitrage,107,"Drama,Thriller",12000000,35830713,2012,199
Hop,95,"Adventure,Animation,Comedy",63000000,188657593,2011,199
Inside Llewyn Davis,104,"Drama,Music",11000000,32943247,2013,199
Home,4,Drama,130000000,385997896,2015,197
All Saints,108,Drama,2000000,5941994,2017,197
Home,15,Documentary,130000000,385997896,2015,197
Home,94,"Adventure,Animation,Comedy",130000000,385997896,2015,197
Home,58,Documentary,130000000,385997896,2015,197
Man of Steel,143,"Action,Adventure,Sci-Fi",225000000,667999518,2013,197
The Meg,113,"Action,Horror,Sci-Fi",178000000,529530715,2018,197
The Crazies,101,"Horror,Thriller",19000000,56445534,2010,197
Need for Speed,132,"Action,Crime,Thriller",66000000,194169619,2014,194
The 5th Wave,112,"Action,Adventure,Drama",38000000,111336398,2016,193
Inferno,121,"Action,Adventure,Crime",75000000,219519367,2016,193
Deliver Us from Evil,118,"Horror,Mystery,Thriller",30000000,87956618,2014,193
Spectre,148,"Action,Adventure,Thriller",300000000,879620923,2015,193
Baywatch,116,"Action,Comedy,Crime",60000000,175863783,2017,193
Think Like a Man Too,106,"Comedy,Romance",24000000,70027933,2014,192
"Hail, Caesar!",106,"Comedy,Drama,Music",22000000,64160680,2016,192
The Adventures of Tintin,107,"Action,Adventure,Animation",130000000,373993951,2011,188
The Disaster Artist,104,"Biography,Comedy,Drama",10000000,28717667,2017,187
I Feel Pretty,110,"Comedy,Romance",32000000,91553797,2018,186
The Counselor,117,"Crime,Drama,Thriller",25000000,71009334,2013,184
Blended,117,"Comedy,Romance",45000000,127990741,2014,184
Paul Blart: Mall Cop 2,94,"Action,Comedy,Crime",38000000,107650646,2015,183
Immortals,110,"Action,Drama,Fantasy",75000000,211562435,2011,182
Sicario,121,"Action,Crime,Drama",30000000,84393749,2015,181
Cars 2,106,"Adventure,Animation,Comedy",200000000,560155383,2011,180
World War Z,116,"Action,Adventure,Horror",190000000,531514650,2013,180
Room,118,"Drama,Thriller",13000000,36262783,2015,179
Night at the Museum: Secret of the Tomb,98,"Adventure,Comedy,Family",127000000,353756621,2014,179
Life as We Know It,114,"Comedy,Drama,Romance",38000000,105887837,2010,179
The Tourist,103,"Action,Adventure,Thriller",100000000,278731369,2010,179
Penguins of Madagascar,92,"Adventure,Animation,Comedy",132000000,366942531,2014,178
Transformers: The Last Knight,154,"Action,Adventure,Sci-Fi",217000000,602893340,2017,178
The Spectacular Now,95,"Comedy,Drama,Romance",2500000,6916951,2013,177
The Dictator,83,Comedy,65000000,180148897,2012,177
Alvin and the Chipmunks: The Road Chip,92,"Adventure,Animation,Comedy",90000000,249517956,2015,177
Date Night,88,"Comedy,Crime,Romance",55000000,152269033,2010,177
Passengers,116,"Drama,Romance,Sci-Fi",110000000,302239672,2016,175
Tag,100,Comedy,28000000,77026186,2018,175
Trolls,92,"Adventure,Animation,Comedy",125000000,344150134,2016,175
Carrie,100,"Drama,Horror",30000000,82409520,2013,175
The To Do List,104,"Comedy,Romance",1500000,4128828,2013,175
Goosebumps,103,"Adventure,Comedy,Family",58000000,158905324,2015,174
Project Almanac,106,"Drama,Mystery,Sci-Fi",12000000,32909437,2015,174
Letters to Juliet,105,"Adventure,Comedy,Drama",30000000,82148538,2010,174
Middle School: The Worst Years of My Life,92,"Comedy,Family",8500000,23311293,2016,174
Mechanic: Resurrection,98,"Action,Adventure,Thriller",40000000,109738840,2016,174
Poltergeist,93,"Horror,Thriller",35000000,95713069,2015,173
The Words,102,"Drama,Mystery,Romance",6000000,16369708,2012,173
Big Eyes,106,"Biography,Crime,Drama",10000000,27317872,2014,173
Katy Perry: Part of Me,93,"Documentary,Music",12000000,32700439,2012,173
The Darkness,92,Thriller,4000000,10898293,2016,172
Barbershop: The Next Cut,111,"Comedy,Drama",20000000,54404202,2016,172
The Darkness,92,"Horror,Thriller",4000000,10898293,2016,172
The Boss,99,Comedy,29000000,78652207,2016,171
Noah,138,"Action,Adventure,Drama",130000000,352831065,2014,171
American Made,115,"Action,Biography,Comedy",50000000,135569212,2017,171
Pixels,105,"Action,Comedy,Sci-Fi",90000000,244041804,2015,171
The Chronicles of Narnia: The Voyage of the Dawn Treader,113,"Adventure,Family,Fantasy",155000000,418186950,2010,170
Baggage Claim,96,Comedy,8500000,22885836,2013,169
"McFarland, USA",129,"Biography,Drama,Sport",17000000,45707924,2015,169
Fences,139,Drama,24000000,64282881,2016,168
G.I. Joe: Retaliation,110,"Action,Adventure,Sci-Fi",140000000,375740705,2013,168
Goosebumps 2: Haunted Halloween,90,"Adventure,Comedy,Family",35000000,93291478,2018,167
Smallfoot,96,"Adventure,Animation,Comedy",80000000,213691277,2018,167
Den of Thieves,140,"Action,Crime,Drama",30000000,80131391,2018,167
Jack Reacher: Never Go Back,118,"Action,Thriller",60000000,159946489,2016,167
The Girl with the Dragon Tattoo,158,"Crime,Drama,Mystery",90000000,239373970,2011,166
Warcraft,123,"Action,Adventure,Fantasy",160000000,425522281,2016,166
The Giver,97,"Drama,Romance,Sci-Fi",25000000,66540205,2014,166
Get Hard,100,"Comedy,Crime",40000000,106511453,2015,166
Horrible Bosses 2,108,"Comedy,Crime",40000000,105945357,2014,165
Rocketman,121,"Biography,Drama,Music",41000000,108642725,2019,165
Captain America: The First Avenger,124,"Action,Adventure,Sci-Fi",140000000,370569776,2011,165
Mary Poppins Returns,130,"Comedy,Family,Fantasy",130000000,341528518,2018,163
Christopher Robin,104,"Adventure,Animation,Comedy",75000000,197504758,2018,163
Epic,102,"Adventure,Animation,Family",100000000,262794441,2013,163
Fury,134,"Action,Drama,War",80000000,210315681,2014,163
The Rite,114,"Drama,Horror,Mystery",37000000,97143987,2011,163
Storks,87,"Adventure,Animation,Comedy",70000000,183353431,2016,162
Killing Them Softly,97,"Crime,Thriller",15000000,39238443,2012,162
Soul Surfer,112,"Biography,Drama,Family",18000000,47158652,2011,162
Footloose,113,"Comedy,Drama,Music",24000000,62989834,2011,162
Khiladi 786,141,"Action,Comedy",5600000,14683763,2012,162
Brick Mansions,90,"Action,Crime",28000000,73421224,2014,162
The Switch,101,"Comedy,Drama,Romance",19000000,49858465,2010,162
Ferdinand,108,"Adventure,Animation,Comedy",111000000,289847930,2017,161
Legion,100,"Action,Fantasy,Horror",26000000,67647574,2010,160
Dope,103,"Comedy,Crime,Drama",7000000,18190831,2015,160
Dolphin Tale,113,"Drama,Family",37000000,96068724,2011,160
Focus,105,"Comedy,Crime,Drama",65000000,168065700,2015,159
Rush,123,"Action,Biography,Drama",38000000,98230839,2013,159
The Other Side of the Door,96,Horror,5000000,12905107,2016,158
Uncle Drew,103,"Comedy,Sport",18000000,46527161,2018,158
"Big Mommas: Like Father, Like Son",107,"Action,Comedy,Crime",32000000,82332450,2011,157
Zero Dark Thirty,157,"Drama,Thriller",52500000,134612435,2012,156
Yogi Bear,80,"Adventure,Animation,Comedy",80000000,204774690,2010,156
The Commuter,105,"Action,Mystery,Thriller",40000000,101985431,2018,155
Pirates of the Caribbean: On Stranger Tides,136,"Action,Adventure,Fantasy",410600000,1045663875,2011,155
The Perks of Being a Wallflower,103,Drama,13000000,33069303,2012,154
John Wick,101,"Action,Crime,Thriller",30000000,76235001,2014,154
The Adjustment Bureau,106,"Romance,Sci-Fi,Thriller",50200000,126931325,2011,153
Paul,104,"Adventure,Comedy,Sci-Fi",40000000,101162106,2011,153
The Peanuts Movie,88,"Adventure,Animation,Comedy",99000000,250091610,2015,153
Unbroken,137,"Biography,Drama,Sport",65000000,163527824,2014,152
Another Year,129,"Comedy,Drama",8000000,20005613,2010,150
Almost Christmas,111,"Comedy,Drama",17000000,42493506,2016,150
Riddick,119,"Action,Adventure,Sci-Fi",38000000,94763758,2013,149
Home Again,97,"Comedy,Drama,Romance",15000000,37336874,2017,149
Instant Family,118,"Comedy,Drama",48000000,119736188,2018,149
Abduction,106,"Action,Mystery,Thriller",35000000,86648359,2011,148
Abduction,84,"Horror,Thriller",35000000,86648359,2011,148
The Pirates! Band of Misfits,88,"Adventure,Animation,Comedy",55000000,136143605,2012,148
Compadres,101,"Action,Comedy,Crime",3000000,7445044,2016,148
Megamind,95,"Action,Animation,Comedy",130000000,321887208,2010,148
Prisoners,153,"Crime,Drama,Mystery",46000000,113402302,2013,147
Olympus Has Fallen,119,"Action,Thriller",70000000,172878928,2013,147
Mad Max: Fury Road,120,"Action,Adventure,Sci-Fi",150000000,370098020,2015,147
Sparkle,116,"Drama,Music",10000000,24660323,2012,147
The Equalizer 2,121,"Action,Crime,Thriller",77000000,190453132,2018,147
Alien: Covenant,122,"Horror,Sci-Fi,Thriller",97000000,238521247,2017,146
Star Trek Into Darkness,132,"Action,Adventure,Sci-Fi",190000000,467381584,2013,146
Oz the Great and Powerful,130,"Adventure,Family,Fantasy",200000000,490359051,2013,145
Le Havre,93,"Comedy,Drama",5500000,13480196,2011,145
Seven Psychopaths,110,"Comedy,Crime",13500000,33035736,2012,145
Safe House,115,"Action,Adventure,Crime",85000000,208542162,2012,145
She's Out of My League,104,"Comedy,Romance",20000000,48680977,2010,143
Somewhere,97,"Comedy,Drama",7000000,17023121,2010,143
Suffragette,106,"Biography,Drama,History",14000000,34044909,2015,143
Hercules,112,Comedy,100000000,243388614,2014,143
Hercules,98,"Action,Adventure,Fantasy",100000000,243388614,2014,143
Skyscraper,102,"Action,Adventure,Thriller",125000000,304115534,2018,143
J. Edgar,137,"Biography,Crime,Drama",35000000,84606030,2011,142
This Means War,103,"Action,Comedy,Romance",65000000,156974557,2012,141
Let There Be Light,100,Drama,3000000,7241309,2017,141
Jobs,128,"Biography,Drama",18000000,43402515,2013,141
Let There Be Light,80,Documentary,3000000,7241309,2017,141
A Most Wanted Man,122,"Crime,Drama,Thriller",15000000,36068890,2014,140
Real Steel,127,"Action,Drama,Family",110000000,263880341,2011,140
Oblivion,124,"Action,Adventure,Sci-Fi",120000000,287916633,2013,140
Scream 4,111,"Horror,Mystery",40000000,95989590,2011,140
Texas Chainsaw 3D,92,"Horror,Thriller",20000000,47666013,2013,138
The Hateful Eight,168,"Crime,Drama,Mystery",62000000,147864886,2015,138
Elysium,109,"Action,Drama,Sci-Fi",120000000,286192091,2013,138
The World's End,109,"Action,Comedy,Sci-Fi",20000000,47508505,2013,138
Home Run,113,"Drama,Sport",1200000,2859955,2013,138
Collateral Beauty,97,"Drama,Romance",36000000,85309093,2016,137
Alita: Battle Angel,122,"Action,Adventure,Sci-Fi",170000000,402976036,2019,137
We Bought a Zoo,124,"Comedy,Drama,Family",50000000,118729073,2011,137
Snow White and the Huntsman,127,"Action,Adventure,Drama",170000000,401021746,2012,136
Incendies,131,"Drama,Mystery,War",6800000,16038343,2010,136
What to Expect When You're Expecting,110,"Comedy,Drama,Romance",37500000,88473016,2012,136
Kevin Hart: What Now?,96,"Comedy,Documentary",10000000,23591043,2016,136
Homefront,100,"Action,Thriller",22000000,51695362,2013,135
Love the Coopers,107,"Comedy,Fantasy,Romance",18000000,42227490,2015,135
Percy Jackson & the Olympians: The Lightning Thief,118,"Adventure,Family,Fantasy",95000000,223050874,2010,135
Tooth Fairy,101,"Comedy,Family,Fantasy",48000000,112610386,2010,135
Hitman: Agent 47,96,"Action,Adventure,Crime",35000000,82182803,2015,135
Homefront,111,Drama,22000000,51695362,2013,135
Rough Night,101,"Comedy,Crime,Thriller",20000000,46844357,2017,134
Death at a Funeral,92,Comedy,21000000,48977233,2010,133
Acrimony,120,"Drama,Romance,Thriller",20000000,46627836,2018,133
Independence Day: Resurgence,120,"Action,Adventure,Sci-Fi",165000000,384169424,2016,133
The November Man,108,"Action,Crime,Thriller",15000000,34820335,2014,132
Melancholia,135,"Drama,Sci-Fi",9400000,21817298,2011,132
Risen,107,"Action,Adventure,Drama",20000000,46255763,2016,131
The Age of Adaline,112,"Drama,Fantasy,Romance",30000000,68984536,2015,130
Mike and Dave Need Wedding Dates,98,"Adventure,Comedy,Romance",33000000,75898100,2016,130
Red Dog,92,"Biography,Comedy,Drama",9100000,20927794,2011,130
Contagion,106,"Action,Drama,Thriller",60000000,137551594,2011,129
Ricki and the Flash,101,"Comedy,Drama,Music",18000000,41166033,2015,129
Get Him to the Greek,109,"Adventure,Comedy,Music",40000000,91455875,2010,129
You Will Meet a Tall Dark Stranger,98,"Comedy,Drama,Romance",15000000,34247816,2010,128
Season of the Witch,95,"Action,Adventure,Fantasy",40000000,91126600,2011,128
The Monuments Men,118,"Comedy,Drama,History",70000000,158702748,2014,127
Sholem Aleichem: Laughing in the Darkness,93,Documentary,500000,1131261,2011,126
The Circle,110,"Drama,Sci-Fi,Thriller",18000000,40651864,2017,126
Flatliners,109,"Drama,Horror,Mystery",20000000,45173738,2017,126
Tangled,100,"Adventure,Animation,Comedy",260000000,586477240,2010,126
The Circle,65,Documentary,18000000,40651864,2017,126
The Circle,93,"Drama,Horror,Thriller",18000000,40651864,2017,126
Kick-Ass 2,103,"Action,Comedy,Crime",28000000,63129909,2013,125
The Bourne Legacy,135,"Action,Adventure,Thriller",125000000,280355920,2012,124
Beastly,86,"Drama,Fantasy,Romance",17000000,38028230,2011,124
War Horse,146,"Drama,History,War",70000000,156815529,2011,124
Salt,100,"Action,Mystery,Thriller",130000000,290650494,2010,124
The Next Three Days,133,"Action,Crime,Drama",30000000,67255916,2010,124
Dum Maaro Dum,128,"Action,Crime,Drama",5200000,11633427,2011,124
Moneyball,133,"Biography,Drama,Sport",50000000,111300835,2011,123
The Great Wall,72,Documentary,150000000,334486852,2017,123
Percy Jackson: Sea of Monsters,106,"Adventure,Family,Fantasy",90000000,200859554,2013,123
X-Men: First Class,131,"Action,Adventure,Sci-Fi",160000000,355408305,2011,122
Side Effects,106,"Crime,Drama,Mystery",30000000,66742138,2013,122
A Walk Among the Tombstones,114,"Action,Crime,Drama",28000000,62108587,2014,122
Takers,107,"Action,Crime,Thriller",32000000,70587268,2010,121
Geostorm,109,"Action,Sci-Fi,Thriller",100000000,220796009,2017,121
Knight and Day,109,"Action,Adventure,Comedy",117000000,258751370,2010,121
Life of the Party,105,Comedy,30000000,65759911,2018,119
Justice League,120,"Action,Adventure,Fantasy",300000000,655945209,2017,119
Cars 3,102,"Adventure,Animation,Comedy",175000000,383541369,2017,119
Jack Ryan: Shadow Recruit,105,"Action,Drama,Thriller",60000000,131377412,2014,119
Max,111,"Adventure,Drama,Family",20000000,43658157,2015,118
Hanna,111,"Action,Drama,Thriller",30000000,65343694,2011,118
Red Riding Hood,100,"Fantasy,Horror,Mystery",42000000,91678442,2011,118
The Lincoln Lawyer,118,"Crime,Drama,Thriller",40000000,87145086,2011,118
Madea's Big Happy Family,106,"Comedy,Drama",25000000,54160818,2011,117
2 Guns,109,"Action,Comedy,Crime",61000000,132493015,2013,117
Hereafter,129,"Drama,Fantasy,Romance",50000000,108660270,2010,117
A Street Cat Named Bob,103,"Biography,Comedy,Drama",8000000,17382693,2016,117
Sicario: Day of the Soldado,122,"Action,Crime,Drama",35000000,75885196,2018,117
Top Five,102,"Comedy,Romance",12000000,26001741,2014,117
Pacific Rim,131,"Action,Adventure,Sci-Fi",190000000,411002906,2013,116
Annie,118,"Comedy,Drama,Family",65000000,139829625,2014,115
Paterson,118,"Comedy,Drama,Romance",5000000,10727536,2016,115
The Back-up Plan,104,"Comedy,Romance",35000000,75281179,2010,115
Chappie,120,"Action,Crime,Drama",49000000,105002056,2015,114
Zookeeper,102,"Comedy,Family,Romance",80000000,170805525,2011,114
The Last Airbender,103,"Action,Adventure,Family",150000000,319713881,2010,113
Turbo,96,"Adventure,Animation,Comedy",135000000,286896578,2013,113
Rise of the Guardians,97,"Action,Adventure,Animation",145000000,306900902,2012,112
The Edge of Seventeen,104,"Comedy,Drama",9000000,19096003,2016,112
Red Sparrow,140,"Action,Drama,Thriller",69000000,145951861,2018,112
The Night Before,101,"Adventure,Comedy,Fantasy",25000000,52427346,2015,110
The Mummy,110,"Action,Adventure,Fantasy",195000000,409953905,2017,110
The Night Before,86,Documentary,25000000,52427346,2015,110
The Expendables 3,126,"Action,Adventure,Thriller",100000000,209461378,2014,109
Beyond the Lights,116,"Drama,Music,Romance",7000000,14618727,2014,109
Lawless,116,"Crime,Drama",26000000,54393687,2012,109
Edge of Tomorrow,113,"Action,Sci-Fi",178000000,370541256,2014,108
The Green Hornet,119,"Action,Comedy,Crime",110000000,229155503,2011,108
Frankenweenie,87,"Animation,Comedy,Family",39000000,81150788,2012,108
Peppermint,101,"Action,Crime,Drama",25000000,51800758,2018,107
Gulliver's Travels,85,"Adventure,Comedy,Family",112000000,232017848,2010,107
Nebraska,115,"Adventure,Comedy,Drama",12000000,24761360,2013,106
