primary_title,runtime_minutes,genres,production_budget,worldwide_gross,year,ROI
Redemption,100,"Action,Crime,Drama",23000000,13593473,2013,-41
"Roman J. Israel, Esq.",122,"Crime,Drama,Thriller",22000000,12967012,2017,-41
Pride and Prejudice and Zombies,108,"Action,Comedy,Horror",28000000,16638300,2016,-41
Anonymous,130,"Drama,Thriller",27500000,15815509,2011,-42
Veronica Mars,107,"Crime,Drama,Mystery",6000000,3485383,2014,-42
Repo Men,111,"Action,Crime,Sci-Fi",32000000,18195238,2010,-43
Underdogs,106,"Adventure,Animation,Family",2500000,1392649,2013,-44
The Runaways,106,"Biography,Drama,Music",9500000,5278632,2010,-44
Underdogs,102,"Drama,Family,Sport",2500000,1392649,2013,-44
Heli,105,"Crime,Drama,Romance",1000000,552614,2013,-45
Trash,88,Drama,12000000,6553186,2015,-45
UglyDolls,87,"Adventure,Animation,Comedy",45000000,24644664,2019,-45
23 Blast,98,"Drama,Family,Sport",1000000,549185,2014,-45
The Space Between Us,120,"Adventure,Drama,Romance",30000000,16481405,2017,-45
Two Night Stand,86,"Comedy,Romance",1600000,868081,2014,-46
Centurion,97,"Action,Adventure,Drama",15000000,7885048,2010,-47
Sabotage,109,"Action,Crime,Drama",35000000,18376443,2014,-47
Your Highness,102,"Adventure,Comedy,Fantasy",50000000,26121638,2011,-48
A Thousand Words,91,"Comedy,Drama",40000000,20790486,2012,-48
Beautiful Boy,120,"Biography,Drama",25000000,13031424,2018,-48
Stolen,96,"Action,Crime,Thriller",35000000,17967746,2012,-49
Extraordinary Measures,106,Drama,31000000,15826984,2010,-49
Mortdecai,107,"Action,Comedy,Crime",60000000,30396134,2015,-49
Silence,161,"Adventure,Drama,History",46500000,23726626,2016,-49
The Homesman,122,"Drama,Western",16000000,8217571,2014,-49
Metallica Through the Never,93,Music,18000000,9082906,2013,-50
The Art of Getting By,83,"Drama,Romance",4000000,1989035,2011,-50
Blue Like Jazz,108,"Comedy,Drama",1200000,595018,2012,-50
Red State,88,"Action,Crime,Horror",4000000,1983596,2011,-50
Attack the Block,88,"Action,Comedy,Sci-Fi",13000000,6459183,2011,-50
Thank You for Your Service,109,"Biography,Drama,War",20000000,9985316,2017,-50
Dhoom 3,172,"Action,Thriller",24000000,11723620,2013,-51
Popstar: Never Stop Never Stopping,87,"Comedy,Music",20000000,9537120,2016,-52
The Kid Who Would Be King,120,"Action,Adventure,Family",59000000,28348446,2019,-52
The Rum Diary,119,"Comedy,Drama",45000000,21544732,2011,-52
Jem and the Holograms,118,"Adventure,Drama,Family",5000000,2368937,2015,-53
Higher Ground,109,Drama,1800000,842693,2011,-53
The Neon Demon,117,"Horror,Thriller",7500000,3559803,2016,-53
The East,116,"Adventure,Drama,Thriller",6500000,3027956,2013,-53
Free State of Jones,139,"Action,Biography,Drama",50000000,23237252,2016,-54
The Gunman,115,"Action,Crime,Drama",40000000,18594227,2015,-54
Max Steel,92,"Action,Adventure,Family",10000000,4563080,2016,-54
Straw Dogs,110,"Action,Drama,Thriller",25000000,11253821,2011,-55
Serenity,106,"Drama,Mystery,Sci-Fi",25000000,11367029,2019,-55
The Infiltrator,127,"Biography,Crime,Drama",47500000,20718104,2016,-56
A Most Violent Year,125,"Crime,Drama,Thriller",20000000,8846875,2014,-56
The Young Messiah,111,"Drama,Fantasy",16800000,7313697,2016,-56
Genius,104,"Biography,Drama",17000000,7265283,2016,-57
Miss Sloane,132,"Drama,Thriller",18000000,7719630,2016,-57
Midnight Special,112,"Action,Drama,Mystery",18000000,7680250,2016,-57
Happy Christmas,82,"Comedy,Drama",70000,30312,2014,-57
Dark Phoenix,113,"Action,Adventure,Sci-Fi",350000000,149762350,2019,-57
Dangerous Liaisons,110,"Drama,Mystery,Romance",24200000,10447579,2012,-57
Chasing Mavericks,116,"Biography,Drama,Sport",20000000,8300821,2012,-58
Black Nativity,93,"Drama,Family,Music",17500000,7285135,2013,-58
Paranoia,106,"Drama,Thriller",40000000,16340767,2013,-59
Destroyer,121,"Action,Crime,Drama",9000000,3681096,2018,-59
Bleed for This,117,"Biography,Drama,Sport",16000000,6603926,2016,-59
Take Me Home Tonight,97,"Comedy,Drama,Romance",19000000,7576604,2011,-60
Unfinished Business,91,"Comedy,Drama",35000000,13214051,2015,-62
The Rover,103,"Action,Crime,Drama",8500000,3180252,2014,-63
On the Road,87,Documentary,25000000,9313302,2013,-63
Heist,47,Action,8900000,3324131,2015,-63
Heist,93,"Action,Crime,Thriller",8900000,3324131,2015,-63
Captive State,109,"Sci-Fi,Thriller",25000000,8993300,2019,-64
Restless,91,"Drama,Romance",8000000,2772511,2011,-65
Suspiria,152,"Fantasy,Horror,Mystery",20000000,7034615,2018,-65
The Sisters Brothers,122,"Adventure,Comedy,Crime",38000000,13143056,2018,-65
A Hologram for the King,98,"Comedy,Drama,Romance",35000000,11846010,2016,-66
Kin,102,"Action,Drama,Sci-Fi",30000000,10096821,2018,-66
Live by Night,129,"Action,Crime,Drama",65000000,21774432,2016,-67
Rosewater,103,"Biography,Drama",10000000,3185717,2014,-68
The Paperboy,107,"Crime,Drama,Mystery",12500000,4027663,2012,-68
The Virginity Hit,86,Comedy,2000000,636706,2010,-68
The Devil's Double,109,"Biography,Drama,Thriller",19100000,5965646,2011,-69
Just Getting Started,91,"Action,Comedy",22000000,6756412,2017,-69
Flipped,90,"Comedy,Drama,Romance",14000000,4289993,2010,-69
Won't Back Down,121,Drama,19000000,5745503,2012,-70
Stronger,119,"Biography,Drama",30000000,8786752,2017,-71
Stronger,125,Drama,30000000,8786752,2017,-71
Welcome to Marwen,116,"Biography,Comedy,Drama",45000000,12874922,2018,-71
The Frozen Ground,105,"Crime,Drama,Mystery",19200000,5617460,2013,-71
Blackhat,133,"Action,Crime,Thriller",70000000,19665004,2015,-72
The Interview,112,Comedy,44000000,12342632,2014,-72
The Killer Inside Me,109,"Crime,Drama,Horror",13000000,3617277,2010,-72
Deadfall,95,"Crime,Drama,Thriller",6000000,1673635,2012,-72
The Christmas Candle,100,"Drama,Family",7000000,1933829,2013,-72
Hobo with a Shotgun,86,"Action,Comedy,Horror",3000000,834953,2011,-72
Tulip Fever,105,"Drama,History,Romance",25000000,6792768,2017,-73
Action Point,85,Comedy,19000000,5103675,2018,-73
Blackthorn,102,"Action,Adventure,Western",4500000,1217307,2011,-73
Escape from Tomorrow,90,"Drama,Fantasy,Horror",650000,171962,2013,-74
The D Train,101,"Comedy,Drama",3000000,772366,2015,-74
Mars Needs Moms,88,"Adventure,Animation,Family",150000000,39549758,2011,-74
Believe,119,Drama,3500000,890303,2016,-75
Bucky Larson: Born to Be a Star,97,Comedy,10000000,2529395,2011,-75
Brotherly Love,89,Drama,1900000,478595,2015,-75
Brotherly Love,57,Horror,1900000,478595,2015,-75
The Canyons,99,"Drama,Thriller",250000,62375,2013,-75
Hands of Stone,111,"Action,Biography,Drama",20000000,5031975,2016,-75
Freeheld,103,"Biography,Drama,Romance",7000000,1732228,2015,-75
Another Happy Day,119,"Comedy,Drama",4000000,978527,2011,-76
Bone Tomahawk,132,"Adventure,Drama,Horror",2000000,475846,2015,-76
The Beaver,91,Drama,21000000,5046038,2011,-76
The Fifth Estate,128,"Biography,Drama,Thriller",26000000,6154172,2013,-76
Mandy,121,"Action,Fantasy,Horror",6000000,1427656,2018,-76
The Nutcracker in 3D,110,"Action,Family,Fantasy",90000000,20466016,2010,-77
Maggie,95,"Drama,Horror",4500000,1027760,2015,-77
Rock the Kasbah,106,"Comedy,Music,War",15000000,3386153,2015,-77
Jonah Hex,81,"Action,Drama,Fantasy",47000000,11022696,2010,-77
The Disappointments Room,85,"Drama,Horror,Thriller",15000000,3503761,2016,-77
Ain't Them Bodies Saints,96,"Crime,Drama,Romance",5000000,1075009,2013,-78
Speak No Evil,74,Horror,150000,32927,2013,-78
The Lost Medallion: The Adventures of Billy Stone,97,"Adventure,Family,Fantasy",2500000,549632,2013,-78
Greater,130,"Biography,Family,Sport",9000000,2000093,2016,-78
Misconduct,106,"Crime,Drama,Mystery",11000000,2352511,2016,-79
The Professor and the Madman,124,"Biography,Drama,Mystery",25000000,5227233,2019,-79
Ironclad,121,"Action,Adventure,Drama",25000000,5297411,2011,-79
The Warrior's Way,100,"Action,Fantasy,Western",42000000,8514325,2010,-80
The Past is a Grotesque Animal,77,"Biography,Documentary,Music",100000,20056,2014,-80
A Better Life,98,"Drama,Romance",10000000,1884251,2011,-81
The Big Year,100,Comedy,41000000,7684524,2011,-81
A Better Life,110,Drama,10000000,1884251,2011,-81
By the Sea,122,"Drama,Romance",20000000,3727746,2015,-81
Casino Jack,108,"Biography,Comedy,Crime",12500000,2272186,2010,-82
Stone,105,"Drama,Thriller",22000000,4065020,2010,-82
Counting,111,Documentary,50000,8374,2015,-83
Atlas Shrugged: Who Is John Galt?,99,"Drama,Mystery,Sci-Fi",5000000,851690,2014,-83
Housebound,107,"Comedy,Horror,Mystery",1500000,236863,2014,-84
It's a Wonderful Afterlife,100,"Comedy,Drama,Fantasy",10000000,1642939,2010,-84
Parkland,93,"Drama,History,Mystery",10000000,1616353,2013,-84
Child 44,137,"Crime,Drama,History",50000000,8004221,2015,-84
Stranded,84,"Horror,Sci-Fi",1900000,285593,2013,-85
Sgt. Stubby: An American Hero,84,"Adventure,Animation,Family",25000000,3645957,2018,-85
Wild Card,92,"Action,Crime,Drama",30000000,4315789,2015,-86
The Bounce Back,104,"Comedy,Romance",3000000,421404,2016,-86
Emily,83,Drama,27000,3547,2017,-87
The Square,108,"Documentary,Drama,History",1500000,176262,2013,-88
The Square,52,Documentary,1500000,176262,2013,-88
Zulu,110,"Crime,Drama,Thriller",16000000,1844228,2013,-88
Absentia,87,"Drama,Horror,Mystery",70000,8555,2011,-88
The Promise,114,"Drama,Horror,Thriller",90000000,10551417,2017,-88
Absentia,60,Sci-Fi,70000,8555,2011,-88
Machine Gun Preacher,129,"Action,Biography,Crime",30000000,3721988,2011,-88
Creature,93,Horror,3000000,331000,2011,-89
There Be Dragons,122,"Biography,Drama,War",36000000,4020990,2011,-89
50 to 1,110,Drama,10000000,1069454,2014,-89
My All-American,118,"Biography,Drama,Sport",20000000,2246000,2015,-89
Rudderless,105,"Comedy,Drama,Music",5000000,567219,2014,-89
Kill the Irishman,106,"Biography,Crime,Drama",12000000,1188194,2011,-90
Hardflip,112,"Action,Drama",1000000,96734,2012,-90
Camp X-Ray,117,"Drama,War",1000000,101053,2014,-90
Darling Companion,103,"Comedy,Drama,Romance",12000000,1200346,2012,-90
Standing Ovation,105,Musical,5600000,531806,2010,-91
Raymond Did It,83,Horror,40000,3632,2011,-91
Survivor,96,"Action,Crime,Thriller",20000000,1703281,2015,-91
Joe,5,"Biography,Documentary",4000000,373375,2014,-91
Test,96,Drama,250000,18823,2014,-92
The Son of No One,90,"Action,Crime,Drama",15000000,1148578,2011,-92
Road Hard,98,Comedy,1500000,113169,2015,-92
Phantom,98,"Drama,History,Thriller",18000000,1199510,2013,-93
Tim and Eric's Billion Dollar Movie,93,Comedy,3000000,223652,2012,-93
Teefa in Trouble,155,"Action,Comedy,Crime",1500000,98806,2018,-93
The Extra Man,108,Comedy,7000000,492108,2010,-93
Cargo,85,Drama,4200000,313230,2011,-93
Phantom,76,Drama,18000000,1199510,2013,-93
Late Night,102,"Comedy,Drama",4000000,246305,2019,-94
Criminal Activities,94,"Crime,Drama,Thriller",7000000,386744,2015,-94
Freakonomics,93,Documentary,2900000,172867,2010,-94
Plastic,102,"Action,Comedy,Crime",10000000,575371,2014,-94
The Masked Saint,105,"Action,Biography,Crime",3500000,182695,2016,-95
London Fields,118,"Crime,Mystery,Thriller",8000000,433732,2018,-95
Gunless,89,"Action,Comedy,Drama",9900000,458054,2010,-95
8: The Mormon Proposition,80,Documentary,2500000,100280,2010,-96
Welcome to the Rileys,110,Drama,10000000,355919,2010,-96
Pump,88,Documentary,2000000,72277,2014,-96
Margaret,150,Drama,14000000,623292,2011,-96
Not Cool,93,"Comedy,Drama,Romance",800000,35688,2014,-96
All Good Things,101,"Crime,Drama,Mystery",20000000,873617,2010,-96
USS Indianapolis: Men of Courage,128,"Action,Drama,History",40000000,1663785,2016,-96
Middle Men,82,"Action,Comedy,Crime",20000000,754301,2010,-96
Cop Car,88,"Crime,Thriller",5000000,143658,2015,-97
They Came Together,83,"Comedy,Romance",3000000,82780,2014,-97
Men in Black: International,115,"Action,Adventure,Comedy",110000000,3100000,2019,-97
Bitter Harvest,103,"Drama,Romance,War",21000000,606162,2017,-97
As It Is in Heaven,86,Drama,450000,13486,2014,-97
Frontera,103,"Drama,Thriller,Western",2300000,59696,2014,-97
Trespass,91,"Crime,Drama,Thriller",35000000,786532,2011,-98
Barbecue,98,Comedy,10000000,247565,2014,-98
The History of Love,134,"Drama,Romance,War",20000000,476624,2016,-98
Open Road,85,"Action,Drama,Thriller",3000000,47469,2013,-98
Strangerland,112,"Drama,Mystery,Thriller",10000000,161097,2015,-98
Karachi se Lahore,143,"Adventure,Comedy,Family",1000000,17721,2015,-98
I Am Wrath,92,"Action,Crime,Drama",18000000,309608,2016,-98
Kicks,80,"Adventure,Drama",10000000,150191,2016,-98
"Cinco de Mayo, La Batalla",125,"Drama,History,War",10000000,173472,2013,-98
Julija in alfa Romeo,83,Comedy,560000,8462,2015,-98
Elsa & Fred,93,"Comedy,Drama,Romance",10000000,197901,2014,-98
The Last Days on Mars,98,"Adventure,Horror,Sci-Fi",10600000,261364,2013,-98
The Word,97,"Drama,Thriller",200000,3648,2014,-98
13 Sins,93,"Horror,Thriller",4000000,47552,2014,-99
Accidental Love,100,"Comedy,Romance",26000000,135436,2015,-99
Wolves,91,"Action,Fantasy,Horror",18000000,94953,2014,-99
Air Strike,120,"Action,Adventure,Drama",65000000,516279,2018,-99
The Tempest,110,"Comedy,Drama,Fantasy",20000000,277943,2010,-99
Plush,99,"Drama,Music,Thriller",2000000,28864,2013,-99
Locker 13,90,Thriller,300000,3496,2014,-99
Circle,88,"Horror,Thriller",2000000,10024,2010,-99
The Giant Mechanical Man,95,"Comedy,Drama,Romance",900000,7396,2012,-99
The Looking Glass,110,"Drama,Music",300000,1711,2015,-99
Vamps,92,"Comedy,Horror,Romance",16000000,94812,2012,-99
The First Time,95,"Comedy,Drama,Romance",2000000,17061,2012,-99
Dying of the Light,94,"Drama,Thriller",5000000,74639,2014,-99
The Kick,94,"Action,Sport",3500000,40622,2011,-99
Love Ranch,117,"Biography,Comedy,Drama",25000000,146149,2010,-99
Vaalu,155,"Comedy,Romance",1900000,12444,2015,-99
Blood Done Sign My Name,128,Drama,10000000,109383,2010,-99
The Tempest,131,Drama,20000000,277943,2010,-99
Drunk Wedding,81,Comedy,600000,3301,2015,-99
The Harvest/La Cosecha,80,Documentary,560000,3709,2011,-99
5 Days of War,113,"Action,Drama,War",12000000,87793,2011,-99
Salvation Boulevard,96,"Action,Comedy,Drama",5500000,28468,2011,-99
Swelter,96,"Action,Crime,Drama",8000000,44197,2014,-99
Ca$h,108,"Crime,Thriller",7000000,46488,2010,-99
Irreplaceable,61,Drama,600000,0,2015,-100
Velvet Buzzsaw,113,"Horror,Mystery,Thriller",21000000,0,2019,-100
Forsaken,89,Horror,18000000,0,2016,-100
Icarus,78,Thriller,6000000,0,2010,-100
Hush,80,"Documentary,Drama,Reality-TV",1000000,0,2016,-100
Blinded by the Light,117,"Biography,Comedy,Drama",15000000,0,2019,-100
Bright,117,"Action,Crime,Fantasy",90000000,0,2017,-100
Hush,82,"Horror,Thriller",1000000,0,2016,-100
Foodfight!,91,"Action,Animation,Comedy",45000000,73706,2012,-100
American Hero,86,"Action,Comedy,Drama",1000000,26,2015,-100
Running Forever,88,Family,5000000,0,2015,-100
Trade of Innocents,88,"Drama,Thriller",5800000,15091,2012,-100
The Ridges,89,"Drama,Horror,Thriller",17300,0,2011,-100
This Is Martin Bonner,83,Drama,42000,0,2013,-100
After,90,"Drama,Fantasy,Mystery",650000,0,2012,-100
After,83,Romance,650000,0,2012,-100
Freaks of Nature,92,"Comedy,Horror,Sci-Fi",33000000,70958,2015,-100
Airborne,81,"Comedy,Crime,Horror",1200000,0,2012,-100
Truth or Die,96,"Horror,Mystery",1000000,0,2012,-100
True Bromance,96,Comedy,2000000,0,2011,-100
Crossroads,87,"Action,Crime,Drama",500000,0,2015,-100
Hayride,93,"Crime,Drama,Horror",60000,0,2012,-100
Heroes of Dirt,98,"Action,Drama,Sport",175000,0,2015,-100
Indie Game: The Movie,103,"Documentary,Drama",100000,0,2012,-100
Teeth and Blood,96,"Action,Horror",300000,0,2015,-100
Always Woodstock,97,"Comedy,Music,Romance",2400000,0,2014,-100
Walter,94,"Comedy,Drama",700000,0,2015,-100
Closer to the Moon,112,"Comedy,Crime,Drama",1500000,5396,2014,-100
Straight A's,91,"Comedy,Drama",2000000,0,2013,-100
AWOL-72,82,"Action,Thriller",3000000,0,2015,-100
Hansel & Gretel Get Baked,86,"Comedy,Horror",4500000,0,2013,-100
The Final Girls,88,"Comedy,Drama,Fantasy",4500000,0,2015,-100
An American in Hollywood,89,Drama,125000,0,2014,-100
Eden,71,Drama,2300000,0,2016,-100
The Hadza: Last of the First,71,Documentary,650000,0,2014,-100
Food Chains,83,Documentary,913000,176,2014,-100
Snow White: A Deadly Summer,83,Horror,1000000,0,2012,-100
Crowsnest,84,"Horror,Mystery,Thriller",1200000,0,2012,-100
The Curse of Downers Grove,89,"Drama,Horror,Mystery",2000000,0,2015,-100
The Ghastly Love of Johnny X,106,"Comedy,Fantasy,Musical",2000000,2436,2012,-100
Into the Grizzly Maze,94,"Action,Adventure,Drama",10000000,0,2015,-100
Butterfly,90,"Horror,Thriller",250000,0,2010,-100
Anderson's Cross,98,"Comedy,Drama,Romance",300000,0,2010,-100
House at the End of the Drive,91,"Horror,Thriller",1400000,0,2014,-100
Barry Munday,95,"Comedy,Drama,Romance",3000000,0,2010,-100
The Dead Undead,89,"Action,Horror,Sci-Fi",1100000,0,2010,-100
Reach Me,95,"Comedy,Crime,Drama",5000000,0,2014,-100
The Prince,93,"Action,Thriller",18000000,0,2014,-100
The Prince,92,Drama,18000000,0,2014,-100
Dwegons and Leprechauns,98,Animation,20000000,0,2014,-100
The Lion of Judah,87,Animation,1500000,0,2011,-100
Drones,98,Comedy,500000,0,2010,-100
Wind Walkers,93,"Action,Horror,Thriller",2000000,0,2015,-100
Death Calls,90,"Action,Adventure,Mystery",290000,0,2010,-100
Rust,95,Drama,250000,0,2010,-100
Highway,80,Drama,2000000,0,2012,-100
My Girlfriend's Boyfriend,84,"Comedy,Romance",1400000,0,2010,-100
Henry & Me,67,"Animation,Family",5000000,0,2014,-100
Foreign Letters,99,"Comedy,Drama",40000,0,2012,-100
Area 51,91,"Horror,Sci-Fi,Thriller",5000000,7556,2015,-100
A True Story,96,Comedy,45000,0,2013,-100
Without Men,87,Comedy,4700000,0,2011,-100
The Hit List,90,"Action,Thriller",6000000,0,2011,-100
A Fine Step,111,Drama,1000000,0,2014,-100
The Christmas Bunny,98,"Drama,Family",250000,0,2010,-100
Dysfunctional Friends,111,"Comedy,Drama",1800000,0,2012,-100
Christmas Mail,89,"Comedy,Drama,Family",2500000,0,2010,-100
Highway,77,Comedy,2000000,0,2012,-100
The Sound and the Shadow,90,"Comedy,Mystery,Thriller",500000,0,2014,-100
The Timber,81,"Action,Adventure,Drama",2100000,0,2015,-100
Coffee Town,87,Comedy,2000000,0,2013,-100
Unnatural,89,"Action,Horror,Sci-Fi",3000000,0,2015,-100
Hidden Away,96,"Drama,Romance",1000000,0,2014,-100
Stung,87,"Action,Adventure,Comedy",2500000,0,2015,-100
Antibirth,94,Horror,2500000,0,2016,-100
Zipper,112,"Drama,Thriller",4500000,0,2015,-100
Doc Holliday's Revenge,84,Western,1000000,0,2014,-100
Chemical Cut,83,Drama,1000000,0,2016,-100
10 Days in a Madhouse,111,Drama,12000000,14616,2015,-100
Pound of Flesh,104,"Action,Thriller",7500000,0,2015,-100
The Walking Deceased,88,"Comedy,Horror",2000000,0,2015,-100
Close Range,80,"Action,Crime",3000000,0,2015,-100
40 Weeks,111,Documentary,900000,0,2014,-100
#Horror,101,"Crime,Drama,Horror",1500000,0,2015,-100
H.,93,"Drama,Sci-Fi,Thriller",200000,0,2014,-100
Western Religion,105,"Adventure,Drama,Fantasy",250000,0,2015,-100
Fugly,134,"Drama,Thriller",4500000,0,2014,-100
Daisy Winters,90,Drama,4500000,0,2017,-100
Checkmate,102,"Action,Crime,Thriller",1500000,0,2015,-100
Yoga Hosers,88,"Action,Comedy,Fantasy",5000000,22958,2016,-100
Stories of Our Lives,60,Drama,15000,0,2014,-100
Code of Honor,106,"Action,Crime,Thriller",8000000,0,2016,-100
The Dog Lover,101,Drama,2000000,0,2016,-100
Rotor DR1,98,"Family,Sci-Fi",350000,0,2015,-100
Fight Valley,90,"Action,Drama",20000000,0,2016,-100
Closure,62,Drama,100000,0,2015,-100
Chain of Command,88,"Action,Thriller",4000000,0,2015,-100
Shark Lake,92,"Action,Adventure,Crime",2000000,0,2015,-100
Destiny,105,"Drama,Music,Romance",750000,450,2014,-100
Lucky Dog,88,Family,2000000,0,2014,-100
Born to Fly: Elizabeth Streb vs. Gravity,82,"Action,Biography,Documentary",500000,1822,2014,-100
The Ridiculous 6,119,"Comedy,Western",60000000,0,2015,-100
The Image Revolution,81,"Biography,Documentary",50000,0,2014,-100
Falcon Rising,103,"Action,Adventure",4500000,11774,2014,-100
Windsor Drive,90,"Mystery,Thriller",850000,3256,2015,-100
Queen Crab,80,"Action,Sci-Fi,Thriller",75000,0,2015,-100
The Dirties,83,"Crime,Drama",55000,0,2013,-100
The Frozen,95,"Drama,Thriller",250000,0,2012,-100
Treachery,67,"Drama,Thriller",625000,0,2013,-100
Treachery,73,Drama,625000,0,2013,-100
Aroused,66,Documentary,150000,0,2013,-100
The Perfect Wave,94,"Adventure,Biography,Drama",4000000,0,2014,-100
Zombie Hunter,93,"Action,Comedy,Horror",1000000,0,2013,-100
Her Cry: La Llorona Investigation,89,Horror,35000,0,2013,-100
Broken Horses,101,"Action,Crime,Drama",15000000,3471,2015,-100
Light from the Darkroom,90,"Action,Drama,Thriller",600000,0,2014,-100
Bleeding Hearts,100,Horror,1200000,0,2015,-100
Independence Daysaster,90,"Action,Adventure,Sci-Fi",1800000,0,2013,-100
Bang Bang Baby,90,"Drama,Fantasy,Musical",1000000,0,2014,-100
Shooting the Warwicks,95,"Comedy,Drama",250000,0,2015,-100
The Sleepwalker,91,Drama,1100000,2636,2014,-100
Bird Box,124,"Drama,Horror,Sci-Fi",19800000,0,2018,-100
Dutch Kills,90,"Crime,Drama,Thriller",25000,0,2015,-100
Subconscious,122,"Action,Mystery,Thriller",500000,0,2015,-100
Higher Power,93,"Action,Sci-Fi,Thriller",500000,528,2018,-100
Drive Hard,92,"Action,Comedy,Crime",12000000,0,2014,-100
The Vatican Exorcisms,76,Horror,1100000,0,2013,-100
Paraphobia,80,"Comedy,Horror,Thriller",30000,0,2013,-100
Girls Gone Dead,104,"Comedy,Horror",500000,0,2012,-100
